cluster_label,n,median_length,median_pct_ser_thr_pro,mean_hydrophobicity,has_pfam,has_cazy,has_merops,has_signal_peptide,has_tm_helix
-1,645515,329.0,29.961089494163424,-0.15125063244762016,0.3961674012222799,0.19177091159771656,0.006184209507137712,0.7012834713368395,0.11633347017497657
26,4089,1397.0,17.721518987341774,-0.3223768361587414,0.8222059183174371,0.0,0.00024455857177794083,0.0019564685742235266,0.018586451455123502
15,3754,1835.5,27.1684948613374,-0.8347516615507713,0.05061267980820458,0.0007991475759190197,0.0,0.002131060202450719,0.04848161960575386
12,3262,399.0,17.235254486433515,0.19022413756843748,0.0018393623543838135,0.0,0.0,0.00827713059472716,0.0824647455548743
301,2436,283.0,33.55481727574751,-0.06823014237060493,0.12848932676518884,0.00041050903119868636,0.0,0.9741379310344828,0.0016420361247947454
10,1972,1196.0,16.70964026227184,-0.8706507595346448,0.035496957403651115,0.0,0.0005070993914807302,0.0,0.004056795131845842
80,1810,211.5,16.470343680709533,-0.8192550633729837,0.06795580110497237,0.0,0.0,0.967403314917127,0.07955801104972375
25,1769,905.0,7.949790794979079,-0.6934192808253661,1.0,0.0,0.0,0.0011305822498586771,0.009044657998869417
507,1755,622.0,18.27956989247312,-0.20896460188068258,1.0,1.0,0.0,0.9772079772079773,0.9566951566951567
382,1457,369.0,26.89075630252101,-0.08382279534685359,0.0,0.0,0.0,0.9327385037748799,0.4838709677419355
449,1456,411.0,29.24731182795699,-0.28171664381172606,0.13324175824175824,1.0,0.0,0.9842032967032966,0.017170329670329672
461,1405,418.0,27.906976744186046,-0.2949117279183503,1.0,1.0,0.0,0.9843416370106761,0.0007117437722419929
498,1215,565.0,23.23943661971831,-0.2420878998767862,1.0,1.0,0.0,0.9267489711934156,0.006584362139917695
493,1127,687.0,18.867924528301884,-0.41067564178157956,1.0,1.0,0.0,0.0,0.9680567879325643
46,1093,1456.0,13.266998341625207,-0.6997420937952568,1.0,0.0,0.0,0.0,0.4592863677950595
492,1074,521.0,21.88409152293861,-0.07431802717076705,1.0,0.9990689013035382,0.0,0.8491620111731844,0.12476722532588454
351,923,393.0,33.89423076923077,-0.14089810922780857,0.021668472372697724,0.0,0.0,0.9653304442036836,0.0065005417118093175
314,866,185.0,21.164021164021165,-0.04233098490062366,0.0023094688221709007,0.0,0.0,0.9976905311778291,0.04849884526558892
28,792,1360.5,21.320881470389505,-0.38363398345170563,0.027777777777777776,0.013888888888888888,0.0,0.34974747474747475,0.1830808080808081
