phylum,n_species,median_fraction,iqr_fraction,median_count,iqr_count,median_prob,small_n
Chytridiomycota,67,0.0165734117147106,0.013134652164093,156.0,194.5,0.8225957746478874,False
Zoopagomycota,190,0.0143259321594139,0.0036341545960721505,88.5,35.75,0.8636733163554047,False
Ascomycota,4046,0.0139501503844199,0.005612132848051423,130.0,104.0,0.8609724976082277,False
Sanchytriomycota,1,0.0129990714948932,0.0,28.0,0.0,0.8182892857142857,True
Blastocladiomycota,8,0.011564880580264999,0.0013606688518792518,113.5,41.5,0.8172783039968881,False
Cryptomycota,1,0.0106638229805385,0.0,40.0,0.0,0.854895,True
Basidiomycota,1294,0.0085255092989102,0.004787398090374025,89.0,65.0,0.8104407051282052,False
Mucoromycota,185,0.0080168119551681,0.0031551601695363994,94.0,66.0,0.7993188235294117,False
Microsporidia,9,0.0021321961620469,0.0012050533696021,4.0,3.0,0.79565,False
