phylum,n_species,median_fraction,iqr_fraction,median_count,iqr_count,median_prob,small_n
Chytridiomycota,41,0.0163745795716055,0.01247571685198365,184.0,193.0,0.8194654135338346,False
Ascomycota,775,0.014362305823487456,0.004723136740627139,139.0,85.75,0.8561996621621621,False
Zoopagomycota,29,0.0136019283746556,0.0097633819596561,111.0,84.5,0.8396530265872197,False
Sanchytriomycota,1,0.0129990714948932,0.0,28.0,0.0,0.8182892857142857,True
Blastocladiomycota,5,0.011507146980130133,0.0026456959742336,114.0,17.166666666666657,0.7874763157894736,False
Cryptomycota,1,0.0106638229805385,0.0,40.0,0.0,0.854895,True
Basidiomycota,386,0.0090973735078826,0.004127039249728751,95.0,65.10833333333335,0.8095768127372667,False
Mucoromycota,68,0.007802889292840133,0.0026603415598087706,91.75,52.375,0.8021128730330982,False
Microsporidia,6,0.002343084617530933,0.0011427803217254418,4.166666666666666,2.333333333333333,0.8056222222222222,False
