,Agaricales,Alaninales,Ascoideales,Auriculariales,Blastocladiales,Boletales,Botryosphaeriales,Cantharellales,Capnodiales,Chaetothyriales,Chytridiales,Cladosporiales,Coniochaetales,Cystobasidiales,Cystofilobasidiales,Diaporthales,Dimargaritales,Dipodascales,Diversisporales,Dothideales,Entomophthorales,Erysiphales,Eurotiales,Exobasidiales,Filobasidiales,Geoglossales,Glomerales,Glomerellales,Gomphales,Harpellales,Helotiales,Hymenochaetales,Hypocreales,Kickxellales,Lecanorales,Lichinales,Lipomycetales,Magnaporthales,Malasseziales,Microascales,Microbotryales,Microstromatales,Mortierellales,Mucorales,Mycosphaerellales,Myriangiales,Neocallimastigales,Onygenales,Ophiostomatales,Orbiliales,Ostropales,Pezizales,Phaffomycetales,Pichiales,Pleosporales,Pneumocystales,Polyporales,Pucciniales,Rhizophydiales,Russulales,Saccharomycetales,Saccharomycodales,Schizosaccharomycetales,Sebacinales,Serinales,Sordariales,Spizellomycetales,Sporidiobolales,Taphrinales,Teloschistales,Thelebolales,Thelephorales,Tilletiales,Trapeliales,Tremellales,Trichosporonales,Trigonopsidales,Trypetheliales,Umbelopsidales,Umbilicariales,Ustilaginales,Venturiales,Xylariales,Zoopagales
Chytridiales,1.7029333901916905e-14,1.2265752124168853e-09,0.03180980490918965,0.009590255798401828,0.0004959439462999535,6.304453565255444e-30,0.6256770201206973,3.503806629389292e-06,0.08147922122121483,1.7022174642043341e-12,1.0,0.31603977303436126,0.6758113035728416,4.9773840165598146e-11,1.8232369689220938e-11,0.23346030798383635,6.239097270853177e-06,1.527255348192076e-06,3.963359248606475e-06,0.4101300442465135,0.2857821888944167,1.8245379131250317e-15,2.0214913800162357e-08,5.4608176936915575e-08,4.428417043005013e-15,0.0013439019909082116,1.9024228214241936e-07,0.8183657734840476,7.975524562447524e-07,0.8109374937921079,0.4882050409152955,1.2720879881495047e-10,0.16397626797830292,0.0005165513160336212,0.10890954930966058,0.004358043641580015,3.7323108792850156e-20,0.4854485836247917,2.333595274599661e-20,0.07517061193140087,2.943024165931432e-06,1.1948827167621588e-07,1.4079982617295682e-19,3.669563887182685e-22,0.02203084207296914,0.689477134432982,0.336867125300388,3.680379076763513e-17,0.028480570008898223,0.20816974901562865,0.28331632707799764,2.226769497992923e-09,2.6889154388318588e-08,2.2949584118220786e-15,0.0001474576139956423,0.02359836373977098,1.3287719692882738e-13,6.1391095888697325e-15,0.029781073405227454,7.349686893424575e-24,7.352243551578316e-10,0.0002921647285640228,1.5379692936058713e-09,0.005805990488425339,7.299301107941196e-12,0.4908997266892233,1.5596455349864858e-06,2.0150435353586273e-13,5.91012976079914e-05,1.7922403775587523e-06,0.10522494709766225,2.0553080175971993e-08,0.01741559586738279,0.294238213792457,3.733881527838664e-09,2.0985378925266347e-05,0.09135974399172732,0.5605247910955862,7.87932170411455e-06,0.0024496768365479134,1.0052408453344681e-26,0.04870422500406797,0.16322470195247077,0.0003895871866567066
Cladosporiales,1.444755658145085e-13,4.174277269507473e-08,0.23926200826532346,0.05542805865149025,0.004185546544880965,6.974204364357158e-32,0.5331607774057164,0.0001082464549470403,0.2661195859516806,4.6226713968926626e-11,0.31603977303436126,1.0,0.22061689463626943,1.702434113354822e-09,7.037645868774904e-10,0.9714087988046286,7.307856740884371e-05,5.7767256106759265e-05,7.507487388762889e-05,0.03271953050391359,0.7100066413405426,7.023710840874713e-14,6.617301070426001e-07,8.966201538194135e-07,1.452481294698382e-13,0.009876392812985892,4.533946718905025e-06,0.2696702041850423,1.1090843008002306e-05,0.32527899645759795,0.5572633724448474,4.864094427262516e-09,0.9353099173102379,0.013509557748348498,0.5531808432294971,0.022483176443110462,4.82565072176513e-19,0.8050384353590035,5.775698631484391e-19,0.5242323146810514,4.079064596804865e-05,1.8948881072979625e-06,1.1560150929347442e-18,6.368680838518123e-22,0.24330936712874185,0.22906322350531327,0.07517061193140087,3.699603445539283e-16,0.2760721190405031,0.011085970024155584,0.6245319841941366,7.602234012327766e-08,9.857223940627377e-07,2.0057272556871678e-14,0.004612322801718428,0.10672003848203379,2.384489017726727e-12,2.0407829748300418e-13,0.1504376306150951,1.32266180518105e-23,2.222635599611526e-08,0.005101025672044293,3.4033010670584815e-08,0.042994221214619925,1.2609046322335238e-10,0.5769545667585656,2.6763121997474905e-05,7.025107511475629e-12,0.0010476424314593267,4.8857544697590685e-05,0.5261362975094798,3.1128594888470304e-07,0.08882700412854763,0.8004428701575174,1.3603564747083388e-07,0.0006607272581130724,0.4038850092167232,0.18451918293504274,9.074200910332108e-05,0.02139200121183418,1.6377964807585744e-26,0.2448084299156459,0.8944399628162073,0.004450972922476733
Coniochaetales,1.8584036125243226e-08,1.5369209039409095e-07,0.036976057638285625,0.00951665199978306,0.0007171715237994171,7.120103098869495e-16,0.4052148522528122,9.650095178837002e-05,0.060402011360277855,4.259595283890665e-08,0.6758113035728416,0.22061689463626943,1.0,6.645180393972453e-09,1.2224369522110901e-08,0.1779565084339621,1.5561319428157386e-05,0.00017394021706803803,2.6596134434542397e-05,0.8855697952987679,0.198108196208605,7.99285119040798e-12,2.2158126523920298e-05,2.9782676288184507e-07,1.3389310806450424e-10,0.0016772361579281067,2.7987330670654792e-06,0.5111423525666685,2.829104142003456e-06,0.9008162699890054,0.32417235436083436,6.328993858374162e-08,0.14652701808695837,0.0040783304540532835,0.09360417979281749,0.004022135712160117,4.1125773660427024e-13,0.323204137103087,2.375972619814938e-14,0.07880792676455918,1.0111224459314247e-05,5.678854685678705e-07,3.707352210296704e-12,6.14968261592686e-13,0.03577772417686998,0.9903127714589686,0.6547313287165718,1.552424260104554e-10,0.0402626231184199,0.633233556739591,0.19844856800382146,3.583453014805738e-06,1.5091778633320206e-05,4.677912152759268e-09,0.0021689937966128574,0.02005260692102755,2.0485757557367284e-08,1.4157547717631625e-10,0.026776277894162957,3.177382997275041e-14,2.7794544249124333e-06,0.0012024029513404086,2.1985406790074857e-08,0.007096401855326212,4.171221343035911e-07,0.3252121309033002,8.645755151045776e-06,2.0592705607689186e-09,0.00028140131215891663,3.494479108341744e-05,0.0899618096147826,9.523016358221426e-08,0.015874605272640938,0.2032635715898736,3.127519341014207e-06,0.0004545291403707443,0.07493923200936242,0.8755137452651665,1.8943547958779406e-05,0.0035629507860687995,2.538350293350761e-16,0.04282168734865232,0.14307348029655262,0.0008242087544130937
Cystobasidiales,0.03398405325313121,0.34988778694958667,5.821761747520794e-07,0.00798269558709785,0.10631618559320274,0.6858945285928014,6.955983757070123e-12,0.0015229015974653605,0.0032662534556669727,0.07110783804714335,4.9773840165598146e-11,1.702434113354822e-09,6.645180393972453e-09,1.0,0.5448451933255988,5.6928801164589384e-11,0.6503309753096608,2.8817737437079577e-05,0.11486288584239032,4.762028054704704e-15,4.5497372695824114e-05,0.42816033497546857,0.00017395625419371885,0.7929315910753506,0.8675714768704264,0.06312120702120434,0.28389174394130734,2.174195523243667e-14,0.9070011927008883,5.592970155764574e-08,1.8768053763569687e-13,0.29066450304791414,2.140225890643461e-12,2.9693973115392604e-07,3.754475014704093e-08,0.10975100560157988,0.7355732811119935,1.4925044373294655e-09,0.22869190788843924,1.0357466071277064e-09,0.5605247910955862,0.8818000924509509,0.8565139067830719,0.8653362009616171,5.939253674017247e-09,7.418623874400142e-09,7.410597946219087e-10,0.38101881226462025,1.0082916736279306e-08,1.586000138301011e-15,0.0010399322229585268,0.0030371275454394173,0.0007746135544683878,0.07916434498950878,5.878079646226561e-07,0.00660486340655059,0.06206112232921058,0.8881082508334852,0.0006367462898860301,0.7479615006300283,0.0022724806230104613,0.0005639583625833433,0.6237128380790424,0.0023126698505543056,0.005010369687464004,4.195185036612672e-13,0.3637696319386656,0.4934502475741697,0.010182051969375907,0.01589105304551303,7.992357737213225e-08,0.47353419357744925,0.004459922990650345,2.001275517781118e-06,0.0064699417200886605,6.045306956976711e-05,6.42180098018475e-06,2.5160353881974726e-08,0.6227240285038631,0.005011196674731398,0.2701461913912935,5.464280048994222e-05,8.345901410562814e-12,0.018911537087199164
Cystofilobasidiales,0.10851372417437993,0.722840058413697,6.896420347937965e-07,0.02280584069422541,0.23833963947877382,0.12311468860226929,4.751369576424331e-13,0.00439584071519645,0.009236126371615765,0.21382532077190539,1.8232369689220938e-11,7.037645868774904e-10,1.2224369522110901e-08,0.5448451933255988,1.0,3.738925977816227e-12,0.9918790645539336,3.4350247298802734e-05,0.2803169965315227,1.0894189512469579e-16,0.00013553552837319797,0.11012838502863402,0.0002843166509104987,0.43770879456956885,0.5993017732929601,0.14936967783567368,0.5874252074565923,6.703645592435967e-17,0.7400850447522822,1.2678633631275231e-07,8.278780986284086e-16,0.6496271578202366,1.1156385960182417e-14,1.1899798018033638e-07,2.725325849651552e-08,0.2294726746018009,0.21382532077190539,7.964898142445591e-10,0.030263264753023197,1.3839161206387264e-10,0.9106109380010426,0.5146539451330836,0.54515673574284,0.5043309913757371,1.0682697097106363e-09,1.3855342983731175e-08,1.2983666158886325e-09,0.8704944489227406,2.602052564093415e-09,5.443582135369709e-17,0.0029793773266252608,0.008649784432516064,0.001854947378514297,0.24685080598250134,2.5824351669511866e-07,0.01856556877457889,0.19216521165487938,0.581008880116725,0.0019483394384218794,0.18879325235552052,0.006128121393635379,0.00161111941073592,0.28331632707799764,0.007052108915620956,0.014398190077455573,3.391118503222983e-15,0.6819489262729271,0.9733468884382408,0.031098508767267514,0.04844182570267215,7.320742927819997e-08,0.2110454016103013,0.013018746987192886,4.633737030484191e-06,0.01984567331213741,0.00010756122420778524,1.469515747071546e-05,5.881823819882517e-08,0.9618523708985466,0.015104004333236993,0.024405823623051572,0.00015268041026104818,1.163528163981252e-13,0.05341255018391556
Diaporthales,6.803418704915825e-26,9.839481368952304e-10,0.1772944224685534,0.043603511037253954,0.0026195073701196286,4.159430875589104e-63,0.41413442830094854,3.9712595154655295e-06,0.2510186638690035,8.328679618941773e-17,0.23346030798383635,0.9714087988046286,0.1779565084339621,5.6928801164589384e-11,3.738925977816227e-12,1.0,3.415571125056771e-05,2.5248405529243754e-08,1.753086920597848e-05,0.009290699774193093,0.7100066413405426,1.7548015715459803e-16,6.716361129183719e-13,2.764457604449896e-07,1.3812179873041168e-17,0.006789129165920652,6.298225253694947e-07,0.11854160094700256,4.335398115014605e-06,0.2807889005459037,0.3787333982344578,2.4541926364432397e-11,0.9581205170488148,0.0007956711326311842,0.5090984244486231,0.018247049524969118,2.1526069410205636e-26,0.7449028178016187,7.882476809088428e-24,0.44454700121934493,1.561328423829815e-05,6.106400700626136e-07,5.8608982857866395e-28,2.1056718117406604e-36,0.1368235496385354,0.18533440867723408,0.05359312154878558,1.9769167019430681e-25,0.17617166787296296,0.00266064373625377,0.6239634109072009,1.3910203958083787e-12,7.576317377988387e-11,6.17653910049808e-26,7.785734470213089e-05,0.09183781535317898,2.333595274599661e-20,2.90194684439728e-17,0.12709885578597668,5.320126402737622e-37,2.0578979189440586e-14,0.0014199522177629222,6.034708664322999e-09,0.030223293842068278,1.4367907274500457e-20,0.41564462684992853,7.59757464828288e-06,1.2310323918317362e-15,0.00028625532126839146,3.844957609436758e-06,0.48486850111230223,1.0665146301695338e-07,0.0745786291126219,0.8050384353590035,2.6173249141022242e-11,1.8188761042065643e-05,0.3704973018531894,0.15200132019390872,4.322939354908971e-05,0.013397062550323358,3.6677603256087207e-39,0.21089327999681354,0.9019100613688676,0.002194683929226382
Dimargaritales,0.38388025420212146,0.8156946701577822,0.0014447831332362777,0.08174964246047678,0.3622131202345094,0.3863992479192188,7.857614912510807e-06,0.07681964554065046,0.03807030791554237,0.4711160181738047,6.239097270853177e-06,7.307856740884371e-05,1.5561319428157386e-05,0.6503309753096608,0.9918790645539336,3.415571125056771e-05,1.0,0.020759564386743628,0.44398856284073035,1.1391976856045492e-07,0.0034342960541044352,0.2538433387733633,0.04696868927611312,0.5245473298047442,0.7206365528928536,0.26467299080162116,0.7037718216856673,1.2534066121028666e-06,0.7823251069659144,4.692266479457729e-05,4.254531277746965e-06,0.7740384678475891,1.8048626028387028e-05,0.0026726640986502598,0.00036445742026734317,0.32978238074582616,0.42924620869468194,4.9111709809649525e-05,0.14034863462628777,0.0001426455707953637,0.9389160254274389,0.5926553805030238,0.70317348296135,0.6862873823632442,0.0003690306891049597,1.6769846339046183e-05,2.8586662531103893e-06,0.9343120171572511,0.0004002886577299903,3.510786887774323e-08,0.015257003861546185,0.13296537206117515,0.07663419549787964,0.5233584137103721,0.0039320425779591625,0.06680609203876663,0.46391694165953007,0.7066870782370507,0.021857561454095637,0.42953347952103255,0.12415052515324904,0.03823852294661839,0.3953047783347672,0.04928656239840807,0.18196954072316265,5.140149017220431e-06,0.766005705144888,0.9920408622664757,0.13758829375623866,0.1942236367354943,0.0004771841883642071,0.3000191026622599,0.057676273971363726,0.0009066832477101215,0.17002554696607686,0.021744997753332624,0.0024285988133432067,2.047764611725434e-05,0.9762914986510594,0.07680711444522081,0.163983453406662,0.006902494866102458,2.5581673238575248e-05,0.15986892930470395
Dipodascales,2.1497573977301025e-11,0.0007539503105328905,0.024912653722774063,0.9922399631663326,0.29176377204684695,5.216208966088284e-58,7.3377762389038336e-09,0.3855817435932839,0.5825156347913287,6.840152295465401e-06,1.527255348192076e-06,5.7767256106759265e-05,0.00017394021706803803,2.8817737437079577e-05,3.4350247298802734e-05,2.5248405529243754e-08,0.020759564386743628,1.0,0.06845535413433051,4.693282472722496e-13,0.10092267908694104,6.566389388298141e-09,0.11180341735643297,0.0008631044725788728,2.2931894605115473e-08,0.4498645777719163,0.011295114843745563,6.283051575698802e-19,0.005561133979288596,0.0008749249528505158,1.61133593652997e-18,0.00021902860850154233,8.357048941109637e-22,0.01041819854129846,0.001854947378514297,0.4854129421923128,2.0578979189440586e-14,6.120238435462419e-05,9.072617900038246e-14,3.474860455595799e-06,0.018247049524969118,0.0015206432328926252,7.906700334063123e-15,7.4791639998654e-22,3.574387513061631e-05,0.00019099486956013166,2.177169362318185e-05,3.3216443553101696e-12,0.00016457955571924312,6.969989070650816e-13,0.28331632707799764,0.010670593599630109,0.08681914486895775,1.1798041290653928e-11,0.023998154545763217,0.8653362009616171,1.1740558511818077e-07,3.1504933670736875e-08,0.5146539451330836,1.2531500079917927e-22,0.003774651471018948,0.9918790645539336,9.434163379846588e-05,0.8956574920023785,1.5785294726582494e-06,2.0333093536097163e-15,0.02171057844669448,9.780766342430283e-07,0.4036622343089875,0.13700556441083286,0.0039259708452889204,0.0002584902838160774,0.851714735319805,0.024890674997492333,0.012667648546243275,0.8899624347126917,0.07465821923402496,0.00036890631533318535,0.0238993046550498,0.8969915665772361,4.880995242229605e-25,0.22033764271694253,3.457745819755114e-14,0.4954972892307923
Diversisporales,0.9343120171572511,0.481762878806239,0.003291759241019524,0.2515122021405053,0.8136754432677084,0.006879741220307436,2.858583580507809e-06,0.2709562554909988,0.11917829717361442,0.8228163767928284,3.963359248606475e-06,7.507487388762889e-05,2.6596134434542397e-05,0.11486288584239032,0.2803169965315227,1.753086920597848e-05,0.44398856284073035,0.06845535413433051,1.0,1.0326126211399915e-08,0.011245464176347968,0.011504676045362943,0.16901736437810086,0.11486288584239032,0.0993381446786928,0.6456416174274491,0.6532791111180334,1.1347970939265504e-07,0.2589212309808111,0.00010216363658832763,6.040100513916218e-07,0.49817554328105773,4.335398115014605e-06,0.005581152035585909,0.000592903232704381,0.7201411984671786,0.019410701508909636,5.1452021354498303e-05,0.001966208267025729,0.00012394131903774655,0.48337420643456885,0.14737518758982424,0.0688140787476894,0.05447427024653556,0.0004305952028578126,2.8905568397992232e-05,4.058080151121778e-06,0.259159796133918,0.0005122292374181898,2.854141881926278e-09,0.04893850562396719,0.4688929370370569,0.27815035975297986,0.7055262166832399,0.008941687675966387,0.2032635715898736,0.8186473519416774,0.09569957429523604,0.0745786291126219,0.01413586794220169,0.44566506715916576,0.13398566625667738,0.05803191836635491,0.16398186148507654,0.6248201368472568,9.044444324454544e-07,0.6266228799970834,0.2624766492198221,0.433833529201396,0.592823587975861,0.0008586083571771242,0.04704480329626869,0.18256665453541013,0.0024824294397607764,0.5700896039008793,0.07384922785515707,0.007096401855326212,4.358281601333912e-05,0.4690378846095349,0.24701951764645486,0.0011993494522121915,0.022754703911674452,8.461782019195618e-06,0.4701974686818225
Dothideales,2.8101881267967803e-27,5.5605175247881964e-14,0.000581283726867357,0.0006840912601896361,1.8048626028387028e-05,4.844679266254936e-53,0.10203506034169828,2.004426512901945e-10,0.016580221766870427,2.7758897278350875e-21,0.4101300442465135,0.03271953050391359,0.8855697952987679,4.762028054704704e-15,1.0894189512469579e-16,0.009290699774193093,1.1391976856045492e-07,4.693282472722496e-13,1.0326126211399915e-08,1.0,0.07754639001199731,4.351796812409759e-21,5.864612545352438e-17,3.8306818301802426e-10,2.3346698783927903e-22,6.344525243484268e-05,1.9262019337873072e-10,0.13574285135603958,9.74916382518501e-09,0.7617251996865088,0.032025191401302694,6.784814297953348e-16,0.0016305753332452428,2.7800266968557535e-08,0.004694415154493662,0.00045882475322894583,1.3446592087987989e-30,0.08701962543150461,1.3621436651323388e-28,0.0008629662722317934,3.1539740145110865e-08,9.950181302959974e-10,2.144081296254932e-31,3.0601418501785823e-37,6.16080465496717e-05,0.8704944489227406,0.6892317326124523,9.309327043144253e-29,0.00014218333587565348,0.632960235727295,0.1007812811395516,3.575231559105873e-17,1.5859991868874419e-15,6.1816949847054465e-28,1.733993486122055e-09,0.002675643180042456,5.3133794535556604e-24,4.811428335626725e-22,0.002392101487504361,1.3460464890244703e-38,1.2352356072087648e-18,6.099230160501709e-07,3.1853246539512353e-12,0.00021116107090844502,5.121630106178487e-23,0.03659352213617385,7.3237577783029356e-09,1.9436745339368618e-20,1.6898131645966885e-07,4.439004748296158e-10,0.004996783818365163,1.9499297782418795e-10,0.0015206432328926252,0.06070712205901027,4.559723979044114e-16,6.488580747563088e-10,0.007813000014541594,0.9564735433915198,1.506134558081357e-07,6.427274200876301e-05,2.4560342091308925e-41,0.003558086959541021,0.0022759476888287084,5.480651224544387e-06
Entomophthorales,0.0007672907029113894,0.0006258941585382651,0.7251633757473963,0.2435620354768926,0.049397666826229716,1.660897039736549e-08,0.4328138616368505,0.05145684195229701,0.5410238408248011,0.0008220264376618589,0.2857821888944167,0.7100066413405426,0.198108196208605,4.5497372695824114e-05,0.00013553552837319797,0.7100066413405426,0.0034342960541044352,0.10092267908694104,0.011245464176347968,0.07754639001199731,1.0,5.342471033708799e-07,0.03950150060572717,0.0002053322575084117,9.649399635856048e-06,0.08213388336711032,0.002676255600530867,0.29481465536670065,0.001028712475008402,0.2709562554909988,0.45589295622369314,0.00047623098533826157,0.7120223610543411,0.3934487086983369,0.9973824811557052,0.10535222370954275,2.9944762692864813e-07,0.5872174130991846,1.7400781538320528e-08,0.9750759242657204,0.003129958232634038,0.00033103888674306653,1.989919197796973e-06,8.862503926769981e-07,0.8232623148077485,0.2034884236400143,0.08210512116931294,2.6941404910423755e-05,0.8395207956161869,0.03807030791554237,0.8865211200516768,0.012528940991959085,0.027987877703272802,0.00030555430721675977,0.31191667435703807,0.3328823963778857,0.000635136248354684,9.547524184769143e-06,0.46008006805961593,9.86658251970581e-08,0.011915067454883008,0.1508144369973095,4.0624070540301664e-05,0.25147808302017705,0.004781793887077614,0.46420936170631777,0.0039294701048701395,6.574341844660363e-05,0.05716315641344101,0.022348208573156916,0.9724431043484921,6.291744617381183e-05,0.31801572486494273,0.9009546727601734,0.010120496817581976,0.13232923387676992,0.8119122002508701,0.16577053396251662,0.003926039761124976,0.1750010204425733,2.7067368162795455e-09,0.6256770201206973,0.7405973489896418,0.07908869251661942
Erysiphales,0.0003225561962312448,0.0532935061038461,1.7344145033970862e-10,0.000401331290745727,0.01580688340288994,0.4897226465870944,2.3303461804079633e-17,6.713635633450489e-06,0.0001762478456388096,0.0017587045250769312,1.8245379131250317e-15,7.023710840874713e-14,7.99285119040798e-12,0.42816033497546857,0.11012838502863402,1.7548015715459803e-16,0.2538433387733633,6.566389388298141e-09,0.011504676045362943,4.351796812409759e-21,5.342471033708799e-07,1.0,7.416428442974803e-08,0.7325544333002852,0.24925270503874522,0.007506622124026969,0.046467956034804296,2.427729529083669e-21,0.4426337063355103,1.440744958909901e-10,2.942096968969841e-20,0.034045716829145874,4.0208914427246036e-19,1.0115695447199791e-11,4.122511111079555e-12,0.021371575096969516,0.543457339830934,9.86246034500231e-14,0.7502009702794323,7.828467858461819e-15,0.18533440867723408,0.6441454198874552,0.19818090885029768,0.18422451840104984,6.439782291171744e-14,9.204567899607509e-12,7.641745921162e-13,0.0343592843682254,1.8468204845845944e-13,2.334897024857629e-21,5.302461495176219e-05,9.147082148363652e-06,1.082211065634773e-06,0.001566256628749607,2.2280394706057493e-11,0.00036261920716944924,0.001176556771825862,0.2661195859516806,1.0714911671641755e-05,0.4854129421923128,4.804724999876883e-06,2.7760554453660424e-06,0.8849737331932657,5.0988117813001454e-05,1.3251202416511669e-05,1.2176518217797896e-19,0.08145921778452749,0.07790768420292128,0.0002497719463173889,0.00034232044347454703,1.398836117913691e-11,0.9008162699890054,0.00018416464038747773,4.928547578320395e-09,3.6730283243456076e-05,3.931210561554513e-08,1.4178376350818516e-08,7.67574967622098e-11,0.2355833317297064,0.00014514675769634598,0.9111720782294286,2.9292162148911506e-07,4.272318771535122e-18,0.0008941909901639548
Eurotiales,1.8445666344918352e-10,0.004226299526159652,0.0019591465085277353,0.7398157892358629,0.48236526968041665,8.437226432247431e-74,1.5641184231789178e-12,0.8809626113700927,0.3791738165670828,0.00016161829226903535,2.0214913800162357e-08,6.617301070426001e-07,2.2158126523920298e-05,0.00017395625419371885,0.0002843166509104987,6.716361129183719e-13,0.04696868927611312,0.11180341735643297,0.16901736437810086,5.864612545352438e-17,0.03950150060572717,7.416428442974803e-08,1.0,0.0026577489193594516,3.915956910496818e-07,0.6756370233351564,0.037063793533184564,4.626977197824725e-30,0.014500835336776251,0.00015850765311404985,3.766144242754239e-32,0.0016887626605464924,4.246718747966637e-52,4.9221068272632495e-06,5.680659692201902e-05,0.6822666145766927,7.276927296782098e-13,1.268874499931587e-06,2.2338139562028368e-12,4.717236395977456e-10,0.04434434364376569,0.004430997824854104,3.1216217303439066e-13,7.868773739642894e-21,4.54577084731005e-09,2.4789792770410492e-05,2.544583303385071e-06,1.3222110216020758e-10,1.6898131645966885e-07,3.456195519594393e-16,0.16342471568996553,0.11854160094700256,0.5420519670631732,2.6280656987207855e-10,5.316584286242357e-06,0.6094436553099706,4.3562923851028585e-06,5.08510882886699e-07,0.27758359045634706,2.42776872494354e-21,0.07013501997014081,0.5629181922630584,0.0003735379016817985,0.5774004692152072,5.175445211329543e-05,3.114923962250489e-25,0.05720039205515572,1.4530766865302191e-05,0.738549414696336,0.37184476499512864,0.00018551281264953518,0.000792225432995231,0.578527660749264,0.005451008243098937,0.10374903233176729,0.25663290311061865,0.01779389516408477,6.657287517216201e-05,0.05341255018391556,0.7936879980463114,1.339888877919596e-23,0.07985107255438023,9.503213503361243e-27,0.7928830714783363
Exobasidiales,0.06335096488638696,0.29527824989515483,3.551507727815829e-05,0.012107526265214523,0.10047202159503758,0.9742384853615246,5.166438931134226e-08,0.006639273181391368,0.005130452590033511,0.09525314181563811,5.4608176936915575e-08,8.966201538194135e-07,2.9782676288184507e-07,0.7929315910753506,0.43770879456956885,2.764457604449896e-07,0.5245473298047442,0.0008631044725788728,0.11486288584239032,3.8306818301802426e-10,0.0002053322575084117,0.7325544333002852,0.0026577489193594516,1.0,0.6653325206799288,0.06430536295405158,0.2453703082999004,4.6718461143707214e-09,0.736788545013674,1.2014126255232796e-06,1.930932692012281e-08,0.2577738538414772,1.0366786036585827e-07,5.7420588752799344e-05,6.351463016623807e-06,0.09948135028940663,0.9681982164579117,6.001178861989026e-07,0.5382879146089488,1.5689786011429873e-06,0.45416670227827777,0.9290604943699847,0.6493771549254314,0.6516090589148826,4.9221068272632495e-06,3.2403579237898675e-07,4.545463922104409e-08,0.32847202522464297,5.704232788240037e-06,1.1010935604073607e-10,0.0017922313203035136,0.012912355456371627,0.005678573545047068,0.10848179752373956,9.206245894660378e-05,0.00975084803675629,0.08959089901441909,0.6822666145766927,0.0018837262815610842,0.9468094358951846,0.011318366632755702,0.0028235582155783103,0.8675714768704264,0.005317815193898173,0.01952054354205086,2.5096506121112272e-08,0.30035479500149054,0.4015583015058669,0.01897638456787478,0.028713783869220678,9.237891611649453e-06,0.6946910787319716,0.007562279830729434,3.0946051989102325e-05,0.019558403202627073,0.0010346820378539796,9.146115594140783e-05,5.081287151402706e-07,0.5016058394875701,0.009565825380364337,0.6341426553777283,0.0003735379016817985,1.6825792800671967e-07,0.02686716971008432
Filobasidiales,0.0066252333328197435,0.3597623480967913,1.3361216832703838e-09,0.004781793887077614,0.10042633378477568,0.3654064934176962,3.118746030947687e-18,0.00012698117214043116,0.001981167538354831,0.031953953489001284,4.428417043005013e-15,1.452481294698382e-13,1.3389310806450424e-10,0.8675714768704264,0.5993017732929601,1.3812179873041168e-17,0.7206365528928536,2.2931894605115473e-08,0.0993381446786928,2.3346698783927903e-22,9.649399635856048e-06,0.24925270503874522,3.915956910496818e-07,0.6653325206799288,1.0,0.05542025148208173,0.28849676404470004,1.3229861580678004e-24,0.999067630766359,2.731362423771351e-09,1.8081679963189622e-23,0.28188376274980376,1.4420360034516557e-22,6.669394146726711e-12,1.72187712056244e-11,0.10907957704317418,0.49165266323489565,3.280524818224088e-13,0.08548714631083955,1.6094129163183208e-15,0.6201408695658502,0.7617351016523393,0.9973824811557052,0.9781303086973154,1.7195344798904945e-14,1.5392149362364763e-10,1.3084879475518154e-11,0.36667758121456345,1.0291058998405496e-13,3.020828265343073e-22,0.0006044025480840953,0.00015241065578398523,1.3272650206936428e-05,0.030726520474332938,1.451544838068202e-11,0.004091266213237369,0.022962842355316117,0.9776675409744315,0.00018355447985142257,0.475619315344409,6.817371370506197e-05,5.247693651402357e-05,0.4826443233786142,0.0008297071396682903,0.00020174888919464244,2.545617488931709e-22,0.38801770758016796,0.5301841056637386,0.004124282244673359,0.006002898477269926,8.18875473459193e-11,0.3574526938657353,0.002388813782187852,8.849243891072556e-08,0.00071819486457117,3.5579267648523993e-07,2.4460203106722743e-07,1.4690545966023054e-09,0.6872789384462538,0.0021930566650102345,0.07992120213193382,5.6242265916807425e-06,1.2318043623514721e-20,0.011295114843745563
