class,n_adhesion,n_background,median_adhesion,median_background,u_stat,p_value,p_value_bh
Schizosaccharomycetes,195,195,-0.1011167512690355,-0.3709523809523809,28348.0,5.007289143560971e-17,8.836392606284067e-17
Sordariomycetes,234430,234430,-0.1713101160862354,-0.3374562888967684,35622789626.5,0.0,0.0
Sporopachydermiomycetes,117,117,-0.1362637362637362,-0.3034993270524898,8909.0,6.708429265419992e-05,9.14785808920908e-05
Taphrinomycetes,1158,1158,0.04172120771385475,-0.3273717784056853,1078473.5,7.844667855732718e-142,2.7687063020233124e-141
Tremellomycetes,15357,15357,-0.1845425867507887,-0.3473140495867768,150816473.0,0.0,0.0
Trigonopsidomycetes,1571,1571,-0.0188022284122562,-0.3655737704918033,1898660.5,1.2352839049861883e-150,4.632314643698206e-150
Umbelopsidomycetes,469,469,-0.1644244433917575,-0.4028469750889679,152805.0,5.592736596459949e-25,1.2428303547688775e-24
Ustilaginomycetes,1650,1650,-0.32862137862137863,-0.3763197908273793,1408233.0,0.08601547863295514,0.09924862919187132
Wallemiomycetes,53,53,-0.4533783783783784,-0.4789731051344742,1253.0,0.34002644787383984,0.36431405129339983
Xylobotryomycetes,156,156,-0.03357771260997065,-0.38697188288836065,19136.0,2.2257269332634547e-18,4.173237999868978e-18
Xylonomycetes,68,68,-0.1045481252002991,-0.4084710049775552,3511.0,1.8256908452282191e-07,2.6717427003339793e-07
Zoopagomycetes,983,983,-0.3715867158671587,-0.3245283018867924,441315.0,0.0008885463341763403,0.0011619718868398324
