class,group,n,has_pfam,has_cazy,has_merops,has_signal_peptide,has_tm_helix
Agaricomycetes,adhesion,108548,0.4708608173342669,0.25181486531304126,0.012971220105391163,0.5832719165714707,0.13178501676677598
Agaricostilbomycetes,adhesion,232,0.25,0.12931034482758622,0.008620689655172414,0.6724137931034483,0.09913793103448276
Alloascoideomycetes,adhesion,309,0.3300970873786408,0.13915857605177995,0.032362459546925564,0.7313915857605178,0.1423948220064725
Arthoniomycetes,adhesion,315,0.2857142857142857,0.1111111111111111,0.0031746031746031746,0.6952380952380952,0.12698412698412698
Atractiellomycetes,adhesion,109,0.28440366972477066,0.10091743119266056,0.0,0.6972477064220184,0.11926605504587157
Basidiobolomycetes,adhesion,953,0.2675760755508919,0.10388247639034627,0.0,0.6789087093389297,0.07345225603357818
Blastocladiomycetes,adhesion,786,0.22519083969465647,0.04961832061068702,0.0,0.573791348600509,0.27735368956743
Candelariomycetes,adhesion,357,0.2605042016806723,0.13725490196078433,0.0,0.6722689075630253,0.16526610644257703
Chytridiomycetes,adhesion,9007,0.2903297435328078,0.08759853447318752,0.006217386477184412,0.5862107249916731,0.16476074164538693
Coniocybomycetes,adhesion,188,0.2765957446808511,0.16489361702127658,0.010638297872340425,0.8085106382978723,0.09042553191489362
Cystobasidiomycetes,adhesion,996,0.25100401606425704,0.07730923694779117,0.004016064257028112,0.6636546184738956,0.1686746987951807
Dacrymycetes,adhesion,361,0.3601108033240997,0.1883656509695291,0.019390581717451522,0.6343490304709142,0.16066481994459833
Dimargaritomycetes,adhesion,429,0.3076923076923077,0.1351981351981352,0.0,0.7808857808857809,0.08391608391608392
Dipodascomycetes,adhesion,15432,0.28758424053913945,0.11301192327630896,0.011404872991187144,0.7126101607050285,0.12039917055469156
Dothideomycetes,adhesion,82261,0.37002954012229367,0.21637227847947388,0.0008874193117029941,0.7139592273373774,0.09624244781852882
Endogonomycetes,adhesion,611,0.2733224222585925,0.058919803600654665,0.0,0.5040916530278232,0.19967266775777415
Entomophthoromycetes,adhesion,1981,0.1812216052498738,0.11357900050479555,0.004038364462392731,0.6839979808177689,0.04139323573952549
Eurotiomycetes,adhesion,78324,0.4061717991930954,0.24775292375261734,0.004430315101373781,0.7809611357949032,0.10572749093509014
Exobasidiomycetes,adhesion,1751,0.1987435750999429,0.07881210736721873,0.0,0.7709880068532268,0.21016561964591662
Geminibasidiomycetes,adhesion,78,0.358974358974359,0.1282051282051282,0.0,0.48717948717948717,0.1794871794871795
Geoglossomycetes,adhesion,1121,0.3809099018733274,0.11775200713648529,0.01159678858162355,0.4727921498661909,0.15165031222123104
Glomeromycetes,adhesion,9158,0.518453810875737,0.04662590085171435,0.0014195239135182355,0.2626119240008736,0.21423891679405985
Harpellomycetes,adhesion,1270,0.15669291338582678,0.07322834645669292,0.030708661417322834,0.6291338582677165,0.11496062992125984
Kickxellomycetes,adhesion,12911,0.2835566571140888,0.2835566571140888,0.0016265200216869337,0.6900317558670901,0.08558593447447913
Laboulbeniomycetes,adhesion,25,0.2,0.16,0.0,0.56,0.12
Lecanoromycetes,adhesion,13364,0.315100269380425,0.145315773720443,0.0020951810835079317,0.634016761448668,0.14568991319964084
Leotiomycetes,adhesion,38582,0.4060961069928982,0.2482763983204603,0.005831735005961329,0.7278005287439738,0.1126950391374216
Lichinomycetes,adhesion,394,0.32741116751269034,0.1598984771573604,0.0,0.700507614213198,0.15736040609137056
Lipomycetes,adhesion,1493,0.522438044206296,0.34963161419959815,0.0026791694574681848,0.6925653047555258,0.3382451440053583
Malasseziomycetes,adhesion,205,0.3804878048780488,0.2731707317073171,0.0,0.5073170731707317,0.21951219512195122
Microbotryomycetes,adhesion,3100,0.37548387096774194,0.12419354838709677,0.0016129032258064516,0.7190322580645161,0.12903225806451613
Mixiomycetes,adhesion,40,0.3,0.075,0.0,0.725,0.15
Moniliellomycetes,adhesion,86,0.32558139534883723,0.19767441860465115,0.0,0.4069767441860465,0.05813953488372093
Monoblepharidomycetes,adhesion,499,0.27054108216432865,0.08817635270541083,0.022044088176352707,0.5991983967935872,0.312625250501002
Mortierellomycetes,adhesion,4923,0.32764574446475725,0.06256347755433679,0.0008125126955108674,0.6624009750152346,0.2230347349177331
Mucoromycetes,adhesion,8625,0.41379710144927534,0.12718840579710144,0.00023188405797101448,0.6573913043478261,0.17205797101449274
Neocallimastigomycetes,adhesion,5311,0.48145358689512335,0.08397665223121822,0.004895499905855771,0.45565806816042176,0.08774242138956882
Neolectomycetes,adhesion,36,0.4166666666666667,0.1388888888888889,0.0,0.5555555555555556,0.16666666666666666
Orbiliomycetes,adhesion,7964,0.30763435459568056,0.1307132094424912,0.0016323455549974886,0.7736062280261176,0.13648920140632848
Peribolosporomycetes,adhesion,80,0.3,0.1125,0.025,0.6875,0.2875
Pezizomycetes,adhesion,12856,0.3757000622277536,0.21950840074673306,0.0017112632233976354,0.7151524579962664,0.15588052271313005
Physodermatomycetes,adhesion,152,0.46710526315789475,0.046052631578947366,0.0,0.40131578947368424,0.3355263157894737
Pichiomycetes,adhesion,40517,0.5778562085050719,0.11360663425228916,0.005232371597107387,0.7405286669792926,0.12658883925265937
Pneumocystomycetes,adhesion,365,0.8986301369863013,0.0027397260273972603,0.0,0.273972602739726,0.057534246575342465
Pucciniomycetes,adhesion,2694,0.21492204899777284,0.085003711952487,0.0033407572383073497,0.43838158871566446,0.14253897550111358
Saccharomycetes,adhesion,22835,0.6432231223998248,0.12739216115611998,0.009196409021239325,0.7382088898620539,0.14766805342675718
Sanchytriomycetes,adhesion,28,0.21428571428571427,0.07142857142857142,0.0,0.10714285714285714,0.0
Sareomycetes,adhesion,78,0.34615384615384615,0.16666666666666666,0.0,0.717948717948718,0.19230769230769232
Schizosaccharomycetes,adhesion,195,0.6,0.17435897435897435,0.0,0.8615384615384616,0.1641025641025641
Sordariomycetes,adhesion,234430,0.3568101352216013,0.1991426012029177,0.006240668856375037,0.7587723414238792,0.09600733694493026
Sporopachydermiomycetes,adhesion,117,0.358974358974359,0.1452991452991453,0.0,0.7863247863247863,0.1623931623931624
Taphrinomycetes,adhesion,1158,0.43523316062176165,0.12176165803108809,0.0,0.6994818652849741,0.1381692573402418
Tremellomycetes,adhesion,15357,0.4112131275639773,0.1785504981441688,0.0021488571986716157,0.7978771895552517,0.128670964381064
Trigonopsidomycetes,adhesion,1571,0.21578612348822407,0.04519414385741566,0.002546148949713558,0.4532145130490134,0.09548058561425843
Umbelopsidomycetes,adhesion,469,0.488272921108742,0.20042643923240938,0.0021321961620469083,0.6332622601279317,0.13646055437100213
Ustilaginomycetes,adhesion,1650,0.3151515151515151,0.22727272727272727,0.0006060606060606061,0.7993939393939394,0.2412121212121212
Wallemiomycetes,adhesion,53,0.4528301886792453,0.33962264150943394,0.0,0.7547169811320755,0.09433962264150944
Xylobotryomycetes,adhesion,156,0.358974358974359,0.23717948717948717,0.00641025641025641,0.7884615384615384,0.10897435897435898
Xylonomycetes,adhesion,68,0.35294117647058826,0.19117647058823528,0.0,0.6764705882352942,0.1323529411764706
Zoopagomycetes,adhesion,983,0.3031536113936928,0.0508646998982706,0.00508646998982706,0.6856561546286877,0.15869786368260427
Agaricomycetes,background,108548,0.5711206102369458,0.030825072778862806,0.02541732689685669,0.04904742602351034,0.1448667870435199
Agaricostilbomycetes,background,232,0.6724137931034483,0.021551724137931036,0.017241379310344827,0.05172413793103448,0.20689655172413793
Alloascoideomycetes,background,309,0.8090614886731392,0.019417475728155338,0.05177993527508091,0.022653721682847898,0.1779935275080906
Arthoniomycetes,background,315,0.6952380952380952,0.02857142857142857,0.01904761904761905,0.06031746031746032,0.13333333333333333
Atractiellomycetes,background,109,0.6422018348623854,0.03669724770642202,0.009174311926605505,0.03669724770642202,0.13761467889908258
Basidiobolomycetes,background,953,0.7502623294858342,0.02728226652675761,0.035676810073452254,0.08604407135362015,0.17418677859391396
Blastocladiomycetes,background,786,0.6743002544529262,0.011450381679389313,0.035623409669211195,0.054707379134860054,0.22137404580152673
Candelariomycetes,background,357,0.7254901960784313,0.011204481792717087,0.03081232492997199,0.06722689075630252,0.15406162464985995
Chytridiomycetes,background,9007,0.6433884756300655,0.0254246697013434,0.028200288664372155,0.05695570112135006,0.1904074608637726
Coniocybomycetes,background,188,0.7553191489361702,0.02127659574468085,0.015957446808510637,0.05319148936170213,0.18085106382978725
Cystobasidiomycetes,background,996,0.7289156626506024,0.040160642570281124,0.029116465863453816,0.04317269076305221,0.18473895582329317
Dacrymycetes,background,361,0.667590027700831,0.024930747922437674,0.030470914127423823,0.05817174515235457,0.16620498614958448
Dimargaritomycetes,background,429,0.7575757575757576,0.011655011655011656,0.03496503496503497,0.07925407925407925,0.14219114219114218
Dipodascomycetes,background,15432,0.815772420943494,0.024883359253499222,0.03576982892690513,0.04354587869362364,0.18079315707620527
Dothideomycetes,background,82261,0.720633106818541,0.0466563742235081,0.028895831560520783,0.0717472435297407,0.1836350153778826
Endogonomycetes,background,611,0.44844517184942717,0.027823240589198037,0.019639934533551555,0.03927986906710311,0.1309328968903437
Entomophthoromycetes,background,1981,0.5668854114083796,0.02221100454316002,0.034326097930338216,0.0812720848056537,0.1332660272589601
Eurotiomycetes,background,78324,0.7749348858587406,0.04287319340176702,0.029607783055002296,0.059445380726214185,0.19098871354884836
Exobasidiomycetes,background,1751,0.6938892061679041,0.03255282695602513,0.034837235865219876,0.07252998286693318,0.1736150770988007
Geminibasidiomycetes,background,78,0.6794871794871795,0.038461538461538464,0.01282051282051282,0.0641025641025641,0.23076923076923078
Geoglossomycetes,background,1121,0.6788581623550402,0.01784121320249777,0.016057091882247992,0.04460303300624442,0.15789473684210525
Glomeromycetes,background,9158,0.38108757370604934,0.006442454684428915,0.01059183227778991,0.016925092815025116,0.09347018999781612
Harpellomycetes,background,1270,0.6708661417322834,0.014173228346456693,0.03543307086614173,0.06062992125984252,0.14803149606299212
Kickxellomycetes,background,12911,0.744016729920223,0.02586941367825885,0.035860893811478584,0.04724653396328712,0.17636124235148323
Laboulbeniomycetes,background,25,0.72,0.0,0.0,0.16,0.16
Lecanoromycetes,background,13364,0.6789134989524095,0.029182879377431907,0.02686321460640527,0.05634540556719545,0.17330140676444178
Leotiomycetes,background,38582,0.7043180757866363,0.04305116375511897,0.029443782074542534,0.06666321082370016,0.1830646415426883
Lichinomycetes,background,394,0.700507614213198,0.015228426395939087,0.017766497461928935,0.04568527918781726,0.1446700507614213
Lipomycetes,background,1493,0.8077695914266577,0.03415941058271936,0.03750837240455459,0.022103148024112524,0.19290020093770932
Malasseziomycetes,background,205,0.8878048780487805,0.00975609756097561,0.06829268292682927,0.03902439024390244,0.18048780487804877
Microbotryomycetes,background,3100,0.7209677419354839,0.027741935483870966,0.03129032258064516,0.046129032258064515,0.1870967741935484
Mixiomycetes,background,40,0.75,0.1,0.05,0.125,0.15
Moniliellomycetes,background,86,0.7790697674418605,0.011627906976744186,0.03488372093023256,0.011627906976744186,0.18604651162790697
Monoblepharidomycetes,background,499,0.6973947895791583,0.04008016032064128,0.02004008016032064,0.05410821643286573,0.20240480961923848
Mortierellomycetes,background,4923,0.6938858419662807,0.02254722730042657,0.035750558602478166,0.05748527320739386,0.19520617509648588
Mucoromycetes,background,8625,0.7406376811594203,0.027130434782608695,0.029217391304347827,0.04521739130434783,0.17194202898550726
Neocallimastigomycetes,background,5311,0.5722086236113726,0.048390133684805124,0.025418941818866503,0.1035586518546413,0.1542082470344568
Neolectomycetes,background,36,0.75,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555
Orbiliomycetes,background,7964,0.657835258663988,0.03967855349070819,0.031516825715720745,0.09191361125062783,0.1825715720743345
Peribolosporomycetes,background,80,0.775,0.05,0.025,0.05,0.225
Pezizomycetes,background,12856,0.5945861854387057,0.02644679527069073,0.019290603609209707,0.05040448039825762,0.13861232109520846
Physodermatomycetes,background,152,0.7368421052631579,0.013157894736842105,0.05263157894736842,0.08552631578947369,0.21710526315789475
Pichiomycetes,background,40517,0.8250610854702964,0.02485376508626009,0.033936372386899324,0.038773848014413706,0.189377298417948
Pneumocystomycetes,background,365,0.8876712328767123,0.010958904109589041,0.0273972602739726,0.00821917808219178,0.10684931506849316
Pucciniomycetes,background,2694,0.4179658500371195,0.020415738678544914,0.021529324424647365,0.04083147735708983,0.09799554565701558
Saccharomycetes,background,22835,0.8402452375738997,0.023516531640026275,0.03315086490037224,0.03656667396540399,0.18410335012042917
Sanchytriomycetes,background,28,0.75,0.07142857142857142,0.03571428571428571,0.0,0.03571428571428571
Sareomycetes,background,78,0.7692307692307693,0.01282051282051282,0.01282051282051282,0.05128205128205128,0.16666666666666666
Schizosaccharomycetes,background,195,0.8974358974358975,0.02564102564102564,0.020512820512820513,0.02564102564102564,0.13333333333333333
Sordariomycetes,background,234430,0.7399308962163545,0.04688393123746961,0.03114789062833255,0.07957172716802458,0.19346926587894042
Sporopachydermiomycetes,background,117,0.8461538461538461,0.03418803418803419,0.05128205128205128,0.017094017094017096,0.20512820512820512
Taphrinomycetes,background,1158,0.7927461139896373,0.03626943005181347,0.037132987910189985,0.05094991364421416,0.17616580310880828
Tremellomycetes,background,15357,0.7216904343296217,0.03106075405352608,0.028651429315621542,0.049358598684638925,0.18734127759327993
Trigonopsidomycetes,background,1571,0.8096753660089115,0.019732654360280075,0.03819223424570337,0.026098026734563972,0.16868236791852323
Umbelopsidomycetes,background,469,0.8081023454157783,0.04477611940298507,0.031982942430703626,0.046908315565031986,0.13432835820895522
Ustilaginomycetes,background,1650,0.7684848484848484,0.03151515151515152,0.030303030303030304,0.062424242424242424,0.18303030303030304
Wallemiomycetes,background,53,0.8679245283018868,0.0,0.018867924528301886,0.03773584905660377,0.20754716981132076
Xylobotryomycetes,background,156,0.7564102564102564,0.02564102564102564,0.038461538461538464,0.038461538461538464,0.17307692307692307
Xylonomycetes,background,68,0.7647058823529411,0.014705882352941176,0.029411764705882353,0.058823529411764705,0.20588235294117646
