order,n_adhesion,n_background,median_adhesion,median_background,u_stat,p_value,p_value_bh
Cladosporiales,5652,5652,7.207207207207207,7.6923076923076925,14135535.0,3.341613409235682e-26,1.5443672783224369e-25
Coniochaetales,1953,1953,7.282913165266106,7.669616519174041,1700783.5,4.776950312061375e-09,1.2763414115038987e-08
Coniocybales,188,188,5.451256720897644,7.142857142857143,11604.5,8.534879679842407e-09,2.245329885004695e-08
Coronophorales,1111,1111,6.711409395973154,7.1301247771836005,559662.5,0.00014331057987790926,0.0003025445575200307
Corticiales,437,437,8.602150537634408,7.578558225508318,108396.0,0.0005403398520424256,0.0010743966825494742
Cyphobasidiales,40,40,7.02610794207986,6.579650612344624,872.5,0.4884172199636637,0.5531082424754072
Cystobasidiales,707,707,5.913978494623656,7.033939990162322,189044.0,2.1931211393306273e-15,7.353406173049751e-15
Cystofilobasidiales,1143,1143,7.23404255319149,7.207207207207207,645496.5,0.6243299469851327,0.6887769092545657
Dacrymycetales,361,361,9.248554913294798,8.0,78532.5,1.8246229805848972e-06,4.394514502535457e-06
Diaporthales,13567,13567,8.041958041958042,7.942708333333333,90173642.5,0.003975169014450078,0.007080769806989202
Dimargaritales,429,429,5.490196078431373,7.391673746813933,56752.0,2.5598601457293375e-22,1.0943402122992918e-21
Dipodascales,15432,15432,4.793426408157906,7.977207977207978,58010772.5,0.0,0.0
Diversisporales,4759,4759,11.428571428571429,8.860759493670885,14185129.0,4.27261504039052e-101,5.620132091590608e-100
Dothideales,7123,7123,7.368421052631579,7.6923076923076925,23063512.5,5.900963476191997e-21,2.4025351295924558e-20
Endogonales,611,611,7.986111111111111,7.407407407407407,198220.5,0.060926447517570266,0.08682018771253763
Entomophthorales,1981,1981,7.557117750439367,8.854166666666666,1519749.5,1.0295496894240102e-34,5.501656152859554e-34
Entrophosporales,250,250,8.23157110945644,8.911657559198543,27875.0,0.03670611537531111,0.05604237258194822
Entylomatales,39,39,6.981519507186858,5.882352941176471,802.0,0.6820050149633905,0.7334770915644011
Eremomycetales,87,87,6.050228310502283,7.482305358948433,2645.5,0.0006107854810875562,0.0012005093938617483
Erysiphales,567,567,5.970149253731344,7.5075075075075075,120234.5,2.0381386713837336e-13,6.702340630896509e-13
Erythrobasidiales,184,184,6.191672945045397,7.529239766081871,12896.0,7.776660504038616e-05,0.00016833024635324093
Eurotiales,65072,65072,7.246376811594203,8.04289544235925,1756387989.5,0.0,0.0
Exobasidiales,265,265,7.712765957446808,6.808510638297872,38492.5,0.055222009773952946,0.08070909120808507
Filobasidiales,1303,1303,7.425742574257426,6.830601092896175,889316.0,0.035365893915744434,0.05448259332966034
Geastrales,307,307,7.881773399014778,7.653701380175659,45798.0,0.5462852524703518,0.6145709090291458
Geminibasidiales,78,78,8.02019019232134,6.854264829835155,3349.5,0.27653239631403737,0.3448695711402776
Geoglossales,919,919,7.430340557275541,7.475083056478406,411505.5,0.3436036856697354,0.40243993321592303
Georgefischeriales,11,11,5.622489959839357,6.649616368286445,55.0,0.7426659029196823,0.779115763185679
Gloeophyllales,269,269,8.320839580209896,7.500566508044415,37997.5,0.31365557498697727,0.37771199523079657
Glomerales,3235,3235,11.819887429643527,9.803921568627452,6285745.0,1.194689776974591e-44,7.044550064229484e-44
Glomerellales,23969,23969,6.976744186046512,8.095238095238095,231855102.5,8.794260242324238e-293,3.0076370028748898e-291
Golubeviales,244,244,9.049773755656108,7.229769764685965,39226.0,1.264078495479182e-09,3.4864100439829056e-09
Gomphales,758,758,5.755665221495109,6.614608653378706,258769.5,0.0008214220107240415,0.001543551250921001
Harpellales,1270,1270,6.605851550162081,8.474576271186441,541540.5,1.3326819060485976e-46,8.138878783368221e-46
Helotiales,31960,31960,7.42082248896989,7.964601769911504,454487534.0,2.0764941329158975e-128,2.9590041394051543e-127
Herpomycetales,25,25,5.555555555555555,6.853582554517134,236.5,0.1429344646949602,0.18801379586798614
Holtermanniales,111,111,7.035175879396985,6.711409395973154,6023.0,0.7746408914615126,0.8028096511510221
Hymenochaetales,2325,2325,7.432432432432432,7.664233576642336,2451865.0,4.194168641079558e-08,1.0866709660978855e-07
Hypocreales,111096,111096,6.418352349590839,8.025017273521321,4263498854.5,0.0,0.0
Hysterangiales,227,227,6.164383561643835,7.2,21053.0,0.0007507698609865341,0.001442490407064015
Hysteriales,371,371,7.619047619047619,8.394698085419735,58361.0,0.0003400369126151591,0.0006922180006808596
Jaapiales,90,90,7.781642032045708,7.984715364756315,3646.5,0.24892647378934718,0.31530686679983977
Kickxellales,12911,12911,7.317073170731708,7.333333333333333,77116996.5,2.4301877688027934e-25,1.093584495961257e-24
Kriegeriales,306,306,6.33528866934239,7.573172176798199,36961.0,6.583264282492504e-06,1.5212678274408355e-05
Lecanorales,4757,4757,6.3731931668856765,7.6923076923076925,8746250.5,6.19858246425076e-82,5.711628222219147e-81
Leotiales,220,220,7.295468369829684,7.630636010749478,22919.0,0.3369914812879923,0.3989978000869281
Leucosporidiales,369,369,6.875320677270395,7.207207207207207,61888.0,0.03249044690400015,0.05050787655076387
Lichinales,394,394,5.211322249254371,6.566494148984349,56836.0,7.780351100805105e-11,2.2938621348925396e-10
Lineolatales,107,107,6.7669172932330826,7.042253521126761,5142.0,0.1987844205588557,0.2575161811785176
Lipomycetales,1493,1493,8.471892319873318,7.975460122699387,1205430.0,0.0001137428828058038,0.00024312541199740563
Lobulomycetales,247,247,7.083333333333333,9.195402298850574,20498.0,2.8371733341175997e-10,8.085944002235159e-10
Lulworthiales,179,179,6.787330316742081,6.913996627318719,15601.5,0.6690510074163063,0.7240995080265088
Magnaporthales,4288,4288,5.882352941176471,7.391750736541381,6844565.0,2.664389088496278e-93,3.037403560885757e-92
Malasseziales,198,198,6.745337995337995,7.141081625797783,16338.5,0.004168092500016215,0.00734787440724508
Marthamycetales,162,162,8.331646850493296,7.611394887114521,14714.5,0.058981987021860915,0.08547389644693404
Microascales,8572,8572,6.622946589834007,7.380780097856798,31883635.0,8.930108701410236e-51,6.108194351764601e-50
Microbotryales,451,451,6.859205776173285,6.790123456790123,93888.5,0.04586165815178232,0.06879248722767349
Microstromatales,263,263,6.197183098591549,6.43418467583497,31909.0,0.12483134148543494,0.170769275152075
Microthyriales,200,200,6.2308588189621705,7.753406058336065,14172.5,4.6542981186428273e-07,1.1369785404113194e-06
Mixiales,40,40,7.572861920688007,7.652777777777779,700.0,0.33833146790996826,0.3989978000869281
Moniliellales,86,86,7.019704433497537,7.4420214607130495,3211.5,0.1366557840354918,0.1811483648842566
Monoblepharidales,499,499,7.400379506641366,7.207207207207207,123476.5,0.8221352453362785,0.846898355135564
Mortierellales,4923,4923,6.486486486486487,7.481296758104738,10065180.5,5.323323691111289e-48,3.3714383377038167e-47
Mucorales,8625,8625,7.142857142857143,8.308605341246292,30651992.0,4.609433016547606e-89,4.9263315364352544e-88
Mycosphaerellales,15456,15456,7.446808510638298,7.746478873239437,111879895.5,5.300972867536529e-22,2.210893561826211e-21
Myriangiales,1644,1644,6.906696085314078,7.580344769756296,1106127.0,2.051074611609118e-19,7.624646925764331e-19
Mytilinidiales,556,556,7.989071038251366,7.769505508325368,151373.5,0.5508477928485775,0.6156534155366454
Neocallimastigales,5311,5311,8.37378640776699,9.662921348314606,10292277.5,1.6230287080386044e-128,2.5230719006781944e-127
Neolectales,36,36,6.07552319608887,7.7355495657382445,401.5,0.005596247665223705,0.00966624596720458
Onygenales,5353,5353,6.601466992665037,7.549019607843137,11691980.0,4.993120055011977e-61,3.8810160427593095e-60
Ophiostomatales,8935,8935,6.428571428571429,7.233502538071066,33306450.0,6.346253580243496e-82,5.711628222219147e-81
Orbiliales,7964,7964,7.630522088353413,8.04159757768005,28385940.0,1.9741201571828826e-30,9.644987053664942e-30
Ostropales,744,744,6.893341038977717,7.70521424883841,242439.0,3.4407218587105594e-05,7.543120997942381e-05
Paraglomerales,339,339,10.012594458438286,8.536585365853659,66181.0,0.0006271718050145767,0.001218708848380598
Patellariales,126,126,7.1180210609974175,7.500860176493678,7211.0,0.2092133869176266,0.26898864032266273
Peltigerales,538,538,6.69467787114846,7.355149266913973,125734.0,0.00019503527505720564,0.00040181966306966464
Peribolosporales,80,80,6.927588287289717,6.396936414369327,3201.5,0.9972771139851258,0.9972771139851258
Pertusariales,457,457,7.6923076923076925,7.647058823529412,102163.5,0.571081573133374,0.6341230454922531
Pezizales,12856,12856,6.907230876540339,7.281553398058253,78961222.5,6.450292322228995e-10,1.8081967001658332e-09
Phacidiales,560,560,8.079474807460333,7.877894573523137,155168.0,0.7630863041531366,0.7956570610377217
Phaeomoniellales,254,254,7.587332276962886,7.527059406758655,32117.5,0.9325552261685525,0.9435913826912572
Phaeotrichales,136,136,6.134994981599197,7.694159932343545,7417.5,0.004785593491506087,0.008350372316811643
Phaffomycetales,8112,8112,7.0427214449487625,8.590753456695417,23266846.0,6.371892242861927e-229,1.556562247899128e-227
Phallales,613,613,8.064516129032258,7.894736842105263,182638.0,0.3973719374327187,0.4560443040335228
Phyllachorales,97,97,6.837606837606837,7.556675062972292,3826.5,0.024823332197157554,0.03930360931216613
Physodermatales,152,152,9.21161660425464,7.650176057883969,14126.5,0.0007823275484441897,0.0014864223420439605
Pichiales,9920,9920,7.594936708860759,8.679900419287211,38991674.0,2.1521372096195342e-141,3.680154628449404e-140
Pleosporales,34727,34727,7.296137339055794,7.954545454545454,522164202.5,1.6602906049394067e-205,3.548871168057982e-204
Pneumocystales,365,365,5.483028720626632,9.25925925925926,21046.5,1.3917628585734765e-57,1.034745429635063e-56
Polychytriales,187,187,7.03125,7.906295754026354,14161.5,0.001481228586504824,0.002723549336476612
Polyporales,11587,11587,7.786885245901639,7.685098406747891,65474219.5,0.001152792291011244,0.002142690019162204
Pucciniales,2694,2694,5.164319248826291,7.009282274351406,2529297.5,1.1777190784363896e-82,1.1846468377213096e-81
Pyrenulales,338,338,7.716914964549476,8.02451289599103,54184.0,0.2472458439769375,0.31530686679983977
Racodiales,231,231,7.346938775510204,8.02919708029197,23911.0,0.05363206541903584,0.07933642997809129
Ramicandelaberales,120,120,6.142960812772134,6.8065773804668765,5918.0,0.017173076156925832,0.02851064099839143
Rhizocarpales,140,140,6.922868846124121,7.343016431924883,9733.0,0.9218057512520259,0.9382665682386693
Rhizophlyctidales,281,281,8.02919708029197,7.352941176470588,42352.5,0.13572574816699728,0.1811483648842566
Rhizophydiales,976,976,6.128860417150428,7.522581604781351,362371.5,5.745201952109876e-20,2.2327943950245203e-19
Russulales,5177,5177,7.909604519774011,7.462686567164179,13684856.0,0.06165957186107931,0.08713873378714514
Saccharomycetales,10896,10896,7.091553836234687,8.588957055214724,43079010.5,2.2419982577403378e-269,6.389695034559963e-268
Saccharomycodales,1209,1209,8.61474844934528,8.83668903803132,678716.0,0.0023928137588635208,0.004352884603890022
Sanchytriales,28,28,8.091787439613526,7.840260152284264,367.0,0.6880685751927261,0.735373289737226
Sareales,78,78,6.7448848518212685,7.02729044834308,2751.0,0.3031701746610952,0.3676744671421793
Sarrameanales,210,210,7.128740824392999,7.635457259464469,19132.0,0.018999891179384054,0.030650767845987484
Schizosaccharomycetales,195,195,8.588957055214724,8.522727272727273,18990.0,0.9842310530092481,0.9900206474387143
Sebacinales,1334,1334,8.365278695747962,7.5,1008898.5,2.1309326203145324e-09,5.78395996942516e-09
Serinales,29673,29673,6.286672254819782,8.695652173913043,264117132.0,0.0,0.0
Sordariales,19983,19983,7.18562874251497,7.60233918128655,182733171.5,8.955430140905138e-49,5.889917515749148e-48
Spizellomycetales,719,719,5.594405594405594,7.080610021786493,187025.5,1.1336267006047678e-19,4.3077814622981177e-19
Sporidiobolales,1747,1747,6.63265306122449,6.921675774134791,1402344.0,3.3588557618315825e-05,7.459277081470138e-05
Sporopachydermiales,117,117,6.329113924050633,8.508732646663681,4609.0,1.5839622560141777e-05,3.611433943712325e-05
Symbiotaphrinales,87,87,7.142857142857143,7.17948717948718,3639.5,0.6636122764156571,0.7227878934208749
Synchytriales,118,118,8.285725054787662,7.110049659368693,8147.5,0.023839099492050465,0.038098000122809624
Taphrinales,1158,1158,6.4006866919488274,7.3975377796509925,520459.0,1.1264081043950079e-20,4.47943688026852e-20
Teloschistales,2332,2332,6.404817418438721,7.484408778386811,2134014.0,4.283813523064984e-37,2.363006814335846e-36
Thelebolales,4041,4041,7.430340557275541,7.759562841530054,7422265.5,1.4377518367115691e-12,4.470101165048697e-12
Thelephorales,205,205,8.620689655172415,7.949790794979079,23509.5,0.037444390463851264,0.05666363512671297
Thelocarpales,149,149,6.227106227106227,7.28476821192053,8949.5,0.0038352537783098227,0.006903456800957681
Tilletiales,847,847,6.25,6.432748538011696,335027.0,0.018669516646231826,0.03040464139529183
Togniniales,229,229,8.152173913043478,8.0,25559.0,0.6407045341026216,0.7023107393047968
Trapeliales,1685,1685,7.090909090909091,7.560975609756097,1313883.5,0.00018131467470350465,0.00037810743139389384
Trechisporales,249,249,8.76865671641791,7.906976744186046,34949.5,0.013929037064374076,0.02358282512879175
Tremellales,5221,5221,7.446808510638298,7.11864406779661,13770134.5,0.36092256173976256,0.41701187876688783
Trichosporonales,7579,7579,5.785123966942149,7.171314741035856,20550287.5,4.507065681586971e-202,8.563424795015244e-201
Trigonopsidales,1571,1571,7.936507936507937,8.374384236453203,1119117.5,6.204241934664197e-06,1.4533224257912024e-05
Trypetheliales,1532,1532,6.656596173212487,7.883971074254874,959770.0,2.5506675477939475e-18,8.901309197403369e-18
Umbelopsidales,469,469,6.451612903225806,7.875457875457876,81669.5,8.859863640220925e-12,2.6579590920662775e-11
Umbilicariales,1286,1286,6.350832682799895,7.277197449049634,659195.5,5.3048557258187185e-19,1.8898548523229184e-18
Urocystidales,90,90,6.437541004362289,6.519715002833778,3650.5,0.25365385555061704,0.31893242131731997
Ustilaginales,1513,1513,7.275541795665634,6.741573033707865,1169363.0,0.3024816122718683,0.3676744671421793
Valsariales,120,120,6.439753850078118,6.742081896708463,6694.0,0.3472233096974404,0.4039128296480429
Venturiales,2053,2053,7.037037037037037,7.872340425531915,1767579.0,3.640969552768841e-19,1.3246931777095146e-18
Verrucariales,164,164,5.797101449275362,7.379049114036359,9498.5,4.251084547270607e-06,1.0096325799767693e-05
Vezdaeales,166,166,6.961381342161612,7.455313743535236,12923.5,0.32876444079494727,0.3931378977338181
Violaceomycetales,47,47,6.315789473684211,6.624203821656051,1010.5,0.47954146077432314,0.5466772652827284
Wallemiales,53,53,8.189655172413794,6.7073170731707314,1644.0,0.13100066978341948,0.1763867286060215
Xylariales,37218,37218,7.547169811320755,7.94392523364486,637485347.0,7.727494249534886e-79,6.607007583352327e-78
Xylobotryales,156,156,7.774605027304181,8.038140020898641,11113.5,0.1858603050138995,0.24261154318608255
Xylonales,68,68,6.0293550696701,7.078618483389489,1818.0,0.031723648135032353,0.049768292028353506
Zoopagales,983,983,6.024096385542169,7.64609503003823,333187.0,9.860698134121784e-33,5.109634487681288e-32
