phylum,n_adhesion,n_background,median_adhesion,median_background,u_stat,p_value,p_value_bh
Ascomycota,555861,555861,30.331125827814567,18.72340425531915,273953416328.5,0.0,0.0
Basidiomycota,135340,135340,26.992825114672343,20.04175365344468,14217128271.0,0.0,0.0
Blastocladiomycota,938,938,27.333661021493363,19.499717017664054,689261.0,3.013677223312696e-100,4.520515834969044e-100
Chytridiomycota,14817,14817,26.528925619834716,17.902542372881356,175193677.0,0.0,0.0
Cryptomycota,40,40,27.520142245929875,17.291515882589465,1311.0,9.001944619286342e-07,1.0127187696697134e-06
Microsporidia,65,65,26.229508196721312,16.167664670658684,3006.5,3.176682993344421e-05,3.176682993344421e-05
Mucoromycota,23786,23786,23.868312757201647,17.802027693668563,377096320.5,0.0,0.0
Sanchytriomycota,28,28,28.01154009034444,16.14256792058516,738.0,1.4992212199111463e-08,1.9275701398857595e-08
Zoopagomycota,18647,18647,28.200371057513912,18.37160751565762,284786460.0,0.0,0.0
