order,n,median,iqr,small_n
Glomerales,3235,11.819887429643527,7.970668940390643,False
Diversisporales,4759,11.428571428571429,7.024161475380987,False
Paraglomerales,339,10.012594458438286,4.376860955808325,False
Archaeosporales,575,9.420289855072465,8.04148201381403,False
Dacrymycetales,361,9.248554913294798,4.351395730706074,False
Physodermatales,152,9.21161660425464,3.9022063482641034,False
Golubeviales,244,9.049773755656108,3.916203713046153,False
Trechisporales,249,8.76865671641791,3.3511094436702766,False
Thelephorales,205,8.620689655172415,3.9551352900241517,False
Saccharomycodales,1209,8.61474844934528,4.98013970688947,False
Corticiales,437,8.602150537634408,4.08237431859479,False
Schizosaccharomycetales,195,8.588957055214724,4.581074450834979,False
Cantharellales,5954,8.564523276425039,4.315360385399296,False
Amylocorticiales,241,8.477508650519031,4.131273382829007,False
Lipomycetales,1493,8.471892319873318,3.735688583578672,False
Boletales,25603,8.433734939759036,4.319859225890449,False
Atheliales,644,8.42911877394636,3.8694358197981167,False
Neocallimastigales,5311,8.37378640776699,4.219525635622601,False
Chaetomellales,186,8.3717784772772,5.019799898928291,False
Sebacinales,1334,8.365278695747962,3.5240304681536507,False
Marthamycetales,162,8.331646850493296,5.47333757474432,False
Gloeophyllales,269,8.320839580209896,5.618245390972663,False
Synchytriales,118,8.285725054787662,5.030184101781269,False
Chaetosphaeriales,506,8.27441119354678,4.510585987918343,False
Agaricales,50905,8.257638315441783,4.420600858369099,False
Entrophosporales,250,8.23157110945644,6.014318674077455,False
Calosphaeriales,198,8.217874849256331,5.454285003744237,False
Wallemiales,53,8.189655172413794,3.4640522875816995,False
Togniniales,229,8.152173913043478,4.342783343573281,False
Sanchytriales,28,8.091787439613526,2.930293689112067,False
Phacidiales,560,8.079474807460333,4.330726286530053,False
Phallales,613,8.064516129032258,5.130249867091972,False
Diaporthales,13567,8.041958041958042,5.386128873585832,False
Rhizophlyctidales,281,8.02919708029197,4.472271914132379,False
Geminibasidiales,78,8.02019019232134,2.6873419652292068,False
Mytilinidiales,556,7.989071038251366,4.357246032747737,False
Endogonales,611,7.986111111111111,6.404994266534771,False
Trigonopsidales,1571,7.936507936507937,4.18767652194915,False
Alaninales,924,7.928221204083274,4.082318698637243,False
Russulales,5177,7.909604519774011,4.433497536945813,False
Geastrales,307,7.881773399014778,3.9939924569328946,False
Polyporales,11587,7.786885245901639,4.640894819466248,False
Jaapiales,90,7.781642032045708,5.638098665495932,False
Xylobotryales,156,7.774605027304181,4.848353626606555,False
Pyrenulales,338,7.716914964549476,5.143767773143398,False
Exobasidiales,265,7.712765957446808,4.546863988724456,False
Chaetothyriales,7050,7.696728558797524,4.064688780614312,False
Pertusariales,457,7.6923076923076925,4.2521287420339515,False
Botryosphaeriales,8644,7.676348547717843,4.976855879998609,False
Orbiliales,7964,7.630522088353413,3.737993120930943,False
Hysteriales,371,7.619047619047619,4.209221590344187,False
Pichiales,9920,7.594936708860759,4.421676863462555,False
Auriculariales,1623,7.594936708860759,4.891743785694628,False
Phaeomoniellales,254,7.587332276962886,4.503732142561189,False
Mixiales,40,7.572861920688007,2.748018394849675,False
Capnodiales,705,7.558733401430031,4.44909986075194,False
Entomophthorales,1981,7.557117750439367,6.280848445867533,False
Xylariales,37218,7.547169811320755,4.7041477444766375,False
Cephalothecales,345,7.5396825396825395,4.808649879072414,False
Agaricostilbales,232,7.518410350621005,3.1410385527922795,False
Cladochytriales,667,7.488986784140969,4.5546285097811,False
Tremellales,5221,7.446808510638298,3.937538273116962,False
Mycosphaerellales,15456,7.446808510638298,4.524917902768512,False
Hymenochaetales,2325,7.432432432432432,4.3587470449172585,False
Geoglossales,919,7.430340557275541,4.190597275096819,False
Thelebolales,4041,7.430340557275541,5.119518162996424,False
Filobasidiales,1303,7.425742574257426,3.346801465270204,False
Helotiales,31960,7.42082248896989,4.613610149942331,False
Monoblepharidales,499,7.400379506641366,3.6039393546619554,False
Dothideales,7123,7.368421052631579,4.412461257914552,False
Racodiales,231,7.346938775510204,4.1072562992478705,False
Kickxellales,12911,7.317073170731708,5.6386903686885645,False
Pleosporales,34727,7.296137339055794,4.442970822281168,False
Leotiales,220,7.295468369829684,4.528917645992108,False
Coniochaetales,1953,7.282913165266106,4.503548607672538,False
Ustilaginales,1513,7.275541795665634,4.537652546730443,False
Ascoideales,2618,7.252184455871901,4.663739287495991,False
Eurotiales,65072,7.246376811594203,5.016402405686168,False
Cystofilobasidiales,1143,7.23404255319149,3.499541043797535,False
Cladosporiales,5652,7.207207207207207,4.456394145276029,False
Sordariales,19983,7.18562874251497,4.615978574328512,False
Symbiotaphrinales,87,7.142857142857143,4.596198270500811,False
Mucorales,8625,7.142857142857143,5.79694259038149,False
Sarrameanales,210,7.128740824392999,4.301354967011784,False
Patellariales,126,7.1180210609974175,4.285589444467633,False
Saccharomycetales,10896,7.091553836234687,4.64527027027027,False
Trapeliales,1685,7.090909090909091,4.311708860759493,False
Lobulomycetales,247,7.083333333333333,4.85691517248756,False
Phaffomycetales,8112,7.0427214449487625,4.068256580723456,False
Venturiales,2053,7.037037037037037,4.43744696056099,False
Holtermanniales,111,7.035175879396985,3.9009421518578584,False
Polychytriales,187,7.03125,3.640204810305738,False
Cyphobasidiales,40,7.02610794207986,4.749677449038662,False
Moniliellales,86,7.019704433497537,4.7598942708658205,False
Entylomatales,39,6.981519507186858,3.7606994922670616,False
Glomerellales,23969,6.976744186046512,4.782430213464696,False
Acrospermales,137,6.976744186046512,3.774440636968353,False
Vezdaeales,166,6.961381342161612,3.590041774437565,False
Atractiellales,109,6.954887218045113,4.701474498428813,False
Peribolosporales,80,6.927588287289717,4.549241733951024,False
Rhizocarpales,140,6.922868846124121,4.313933451018042,False
Pezizales,12856,6.907230876540339,5.342899449559901,False
Myriangiales,1644,6.906696085314078,4.018907657877053,False
Ostropales,744,6.893341038977717,5.12401408248166,False
Leucosporidiales,369,6.875320677270395,3.169705469845722,False
Microbotryales,451,6.859205776173285,3.280049607541896,False
Phyllachorales,97,6.837606837606837,5.0916807678437666,False
Lulworthiales,179,6.787330316742081,3.6937178523886534,False
Lineolatales,107,6.7669172932330826,4.307076771229994,False
Malasseziales,198,6.745337995337995,6.852629795817449,False
Sareales,78,6.7448848518212685,5.003995459337949,False
Caliciales,433,6.719367588932807,4.487179487179487,False
Coronophorales,1111,6.711409395973154,4.348351470408385,False
Peltigerales,538,6.69467787114846,4.359621604687393,False
Aulographales,360,6.675323648060749,4.528127767509791,False
Trypetheliales,1532,6.656596173212487,5.090954926135292,False
Sporidiobolales,1747,6.63265306122449,3.1602170790788104,False
Microascales,8572,6.622946589834007,4.494157279713654,False
Chytridiales,4990,6.6157760814249365,4.5455056152723845,False
Harpellales,1270,6.605851550162081,4.546174349400743,False
Onygenales,5353,6.601466992665037,4.262718600953896,False
Mortierellales,4923,6.486486486486487,4.5830167122254135,False
Umbelopsidales,469,6.451612903225806,4.77623433336373,False
Basidiobolales,953,6.451612903225806,5.858888057840938,False
Valsariales,120,6.439753850078118,3.930773472184309,False
Urocystidales,90,6.437541004362289,4.21102338759415,False
Ophiostomatales,8935,6.428571428571429,4.0533162344384595,False
Hypocreales,111096,6.418352349590839,4.145481982483358,False
Teloschistales,2332,6.404817418438721,4.35901184260897,False
Taphrinales,1158,6.4006866919488274,4.201934167332091,False
Lecanorales,4757,6.3731931668856765,4.231058293015173,False
Umbilicariales,1286,6.350832682799895,4.923918294085393,False
Kriegeriales,306,6.33528866934239,3.3053003293607137,False
Sporopachydermiales,117,6.329113924050633,3.8727463383283167,False
Violaceomycetales,47,6.315789473684211,3.8580206520190243,False
Serinales,29673,6.286672254819782,4.469083996647366,False
Tilletiales,847,6.25,3.8384135872929477,False
Microthyriales,200,6.2308588189621705,4.5290004881270285,False
Thelocarpales,149,6.227106227106227,4.4298820445609435,False
Microstromatales,263,6.197183098591549,4.401362802766929,False
Erythrobasidiales,184,6.191672945045397,3.7431089964013333,False
Hysterangiales,227,6.164383561643835,5.813397253033408,False
Ramicandelaberales,120,6.142960812772134,4.659923596846088,False
Phaeotrichales,136,6.134994981599197,4.043831526692582,False
Rhizophydiales,976,6.128860417150428,4.311113516821997,False
Alloascoideales,309,6.128133704735376,3.9927814121362513,False
Neolectales,36,6.07552319608887,2.632750585010796,False
Arthoniales,315,6.067961165048544,3.9908244874601024,False
Eremomycetales,87,6.050228310502283,4.406556077372496,False
Xylonales,68,6.0293550696701,4.419697457215021,False
Zoopagales,983,6.024096385542169,4.5584819740013724,False
Candelariales,357,5.970149253731344,4.094202898550724,False
Erysiphales,567,5.970149253731344,4.766541173232811,False
Cystobasidiales,707,5.913978494623656,3.663199060344729,False
Magnaporthales,4288,5.882352941176471,4.544953712831941,False
Verrucariales,164,5.797101449275362,4.896510094294019,False
Ceraceosorales,82,5.78634959413371,4.078457165111929,False
Trichosporonales,7579,5.785123966942149,4.992762524775507,False
Gomphales,758,5.755665221495109,4.73459347179091,False
Georgefischeriales,11,5.622489959839357,3.7037485965283006,False
Spizellomycetales,719,5.594405594405594,4.589864163002268,False
Acarosporales,382,5.573306740475415,4.186984573819893,False
Herpomycetales,25,5.555555555555555,3.343655980339215,False
Dimargaritales,429,5.490196078431373,4.164471758852795,False
Pneumocystales,365,5.483028720626632,1.985475960067161,False
Coniocybales,188,5.451256720897644,3.4696621861433488,False
Lichinales,394,5.211322249254371,4.130140053788601,False
Pucciniales,2694,5.164319248826291,4.811584537175898,False
Blastocladiales,786,5.079966866318339,3.882953760501408,False
Caulochytriales,47,4.903677758318739,3.51185446077545,False
Dipodascales,15432,4.793426408157906,4.4985198743588,False
