order,n,median,iqr,small_n
Marthamycetales,162,28.985981308411212,10.675485366882345,False
Sporidiobolales,1747,28.909090909090907,10.866151747836234,False
Togniniales,229,28.88888888888889,9.68906775456199,False
Jaapiales,90,28.862519892063933,11.598078492103753,False
Hymenochaetales,2325,28.846153846153847,9.830654658240864,False
Chytridiales,4990,28.7846956964604,9.884663750715475,False
Pezizales,12856,28.744939271255063,11.247433464422897,False
Mixiales,40,28.731329173756855,4.492001526060928,False
Filobasidiales,1303,28.712871287128717,10.436264344649807,False
Exobasidiales,265,28.668941979522184,13.618230776902365,False
Pleosporales,34727,28.64321608040201,10.1754968720589,False
Leucosporidiales,369,28.627450980392155,8.66969738715158,False
Polyporales,11587,28.615384615384617,10.406933932085128,False
Ceraceosorales,82,28.536607919132962,11.111110144694965,False
Rhizophlyctidales,281,28.4375,8.01144492131617,False
Amylocorticiales,241,28.431372549019606,10.905502097211937,False
Blastocladiales,786,28.40118343195266,12.66621253326084,False
Moniliellales,86,28.32512315270936,12.916596137202585,False
Kickxellales,12911,28.18181818181818,15.745148081894612,False
Russulales,5177,28.14207650273224,11.820641960460044,False
Calosphaeriales,198,28.122415219189413,10.426927614815408,False
Spizellomycetales,719,28.10810810810811,9.21403873851959,False
Sordariales,19983,28.09667673716012,10.076735601035391,False
Microbotryales,451,28.045325779036823,9.590729895542545,False
Sanchytriales,28,28.01154009034444,9.383557284508335,False
Corticiales,437,28.0,10.242391106251134,False
Glomerellales,23969,27.816091954022987,10.284442724458213,False
Gloeophyllales,269,27.81456953642384,10.59055118110236,False
Diaporthales,13567,27.73722627737226,10.556104992730013,False
Thelebolales,4041,27.625570776255707,9.137128741310963,False
Cantharellales,5954,27.61549395877754,10.331499396822451,False
Golubeviales,244,27.61549395877754,7.029841911659556,False
Racodiales,231,27.56410256410257,8.533785452482068,False
Entylomatales,39,27.45490981963928,10.469393509343849,False
Geminibasidiales,78,27.379306009554938,11.264895999680679,False
Holtermanniales,111,27.365728900255757,7.513668361570751,False
Sebacinales,1334,27.336415861006028,9.615174446951105,False
Coronophorales,1111,27.32558139534884,9.538320022500834,False
Geastrales,307,27.27272727272728,12.123073247378926,False
Gomphales,758,27.25752558459093,13.562965635007949,False
Geoglossales,919,27.248677248677247,10.736032458714675,False
Trichosporonales,7579,27.16346153846154,10.892969407968877,False
Chaetosphaeriales,506,27.15155504360704,10.101161597868526,False
Auriculariales,1623,26.720647773279357,9.632394412321716,False
Agaricales,50905,26.701570680628272,9.78976188083994,False
Mortierellales,4923,26.666666666666668,11.192816968199914,False
Monoblepharidales,499,26.53061224489796,8.618891086395703,False
Dacrymycetales,361,26.5158371040724,7.3796791443850225,False
Atheliales,644,26.439544650751547,9.079360689410237,False
Mucorales,8625,26.086956521739133,13.705568691075648,False
Synchytriales,118,26.048926244822674,9.575062602058313,False
Ustilaginales,1513,25.56675062972292,10.640570829637984,False
Basidiobolales,953,25.5663430420712,17.696708406164202,False
Urocystidales,90,25.531691137806902,12.300990942448013,False
Entrophosporales,250,24.929378531073446,14.390065210690999,False
Lobulomycetales,247,24.89626556016598,11.950428475037,False
Zoopagales,983,24.80314960629921,13.539868733509778,False
Physodermatales,152,24.733840150263934,7.3458827671456035,False
Boletales,25603,24.489795918367346,10.322347281597374,False
Endogonales,611,24.390243902439025,17.53512098332999,False
Malasseziales,198,23.31885456885457,14.637252360109198,False
Archaeosporales,575,22.45614035087719,18.620624110749098,False
Neocallimastigales,5311,21.91435768261965,9.958150203995867,False
Wallemiales,53,21.7283950617284,5.637254901960791,False
Hysterangiales,227,21.00656455142232,17.78374438774286,False
Diversisporales,4759,19.84126984126984,17.420702553571488,False
Paraglomerales,339,17.76119402985075,22.597701330311807,False
Glomerales,3235,17.58957654723127,16.989258838077838,False
Pneumocystales,365,16.50943396226415,3.338771587188214,False
