order,n,median,iqr,small_n
Thelebolales,4041,7.759562841530054,3.5362774399670176,False
Caliciales,433,7.754442649434572,3.5699995554172403,False
Microthyriales,200,7.753406058336065,3.683081473738019,False
Mycosphaerellales,15456,7.746478873239437,3.6809595633125056,False
Neolectales,36,7.7355495657382445,2.8986599317826514,False
Atheliales,644,7.721635108358743,3.329959261599525,False
Ostropales,744,7.70521424883841,3.6101838894409948,False
Phaeotrichales,136,7.694159932343545,4.004171205398656,False
Cladosporiales,5652,7.6923076923076925,3.684311469121594,False
Lecanorales,4757,7.6923076923076925,3.41005766140467,False
Dothideales,7123,7.6923076923076925,3.799097664543524,False
Polyporales,11587,7.685098406747891,3.427288539686221,False
Coniochaetales,1953,7.669616519174041,3.609541040571421,False
Hymenochaetales,2325,7.664233576642336,3.557074846111367,False
Geastrales,307,7.653701380175659,3.527024749471474,False
Mixiales,40,7.652777777777779,2.3404541203372906,False
Physodermatales,152,7.650176057883969,2.822685406888443,False
Boletales,25603,7.648401826484018,3.4940011507561586,False
Pertusariales,457,7.647058823529412,3.3383183781987356,False
Zoopagales,983,7.64609503003823,3.535789026055788,False
Sarrameanales,210,7.635457259464469,3.2461296883220614,False
Auriculariales,1623,7.633587786259542,3.4537153807158356,False
Leotiales,220,7.630636010749478,3.268763768400314,False
Candelariales,357,7.611548556430447,3.841501180660396,False
Marthamycetales,162,7.611394887114521,3.031255068132247,False
Sordariales,19983,7.60233918128655,3.464805870990343,False
Myriangiales,1644,7.580344769756296,3.47677406024414,False
Corticiales,437,7.578558225508318,3.622589397726278,False
Kriegeriales,306,7.573172176798199,3.4278110879388244,False
Trapeliales,1685,7.560975609756097,3.381452692121523,False
Phyllachorales,97,7.556675062972292,3.21258849772088,False
Onygenales,5353,7.549019607843137,3.5894438976377945,False
Cantharellales,5954,7.539242600218209,3.339617480181394,False
Erythrobasidiales,184,7.529239766081871,3.2972794540022266,False
Phaeomoniellales,254,7.527059406758655,3.930309950383963,False
Rhizophydiales,976,7.522581604781351,3.60249652913628,False
Acarosporales,382,7.515054243546889,3.4947259678120908,False
Erysiphales,567,7.5075075075075075,3.316675207872425,False
Patellariales,126,7.500860176493678,3.139846203291249,False
Gloeophyllales,269,7.500566508044415,3.174085193403821,False
Sebacinales,1334,7.5,3.4541586122593504,False
Chytridiales,4990,7.48752804165958,3.7135179631963027,False
Teloschistales,2332,7.484408778386811,3.5189606370033335,False
Eremomycetales,87,7.482305358948433,3.3302641890875053,False
Mortierellales,4923,7.481296758104738,3.5115411264705454,False
Geoglossales,919,7.475083056478406,3.2656098152219037,False
Russulales,5177,7.462686567164179,3.30175197919346,False
Vezdaeales,166,7.455313743535236,3.377008278105322,False
Moniliellales,86,7.4420214607130495,3.6057406762973976,False
Acrospermales,137,7.432432432432432,3.5897049969897648,False
Endogonales,611,7.407407407407407,3.7473248886575288,False
Capnodiales,705,7.399577167019028,3.5521235521235512,False
Taphrinales,1158,7.3975377796509925,3.6088320087466492,False
Magnaporthales,4288,7.391750736541381,3.398941333483422,False
Dimargaritales,429,7.391673746813933,3.257902298850574,False
Microascales,8572,7.380780097856798,3.3944375697741664,False
Verrucariales,164,7.379049114036359,3.2195930031064535,False
Peltigerales,538,7.355149266913973,3.2713220407435353,False
Rhizophlyctidales,281,7.352941176470588,3.754943058342932,False
Rhizocarpales,140,7.343016431924883,3.1294238211317387,False
Kickxellales,12911,7.333333333333333,3.534946152129816,False
Thelocarpales,149,7.28476821192053,3.338010189412671,False
Pezizales,12856,7.281553398058253,3.511731635512362,False
Umbilicariales,1286,7.277197449049634,3.417560417765661,False
Ophiostomatales,8935,7.233502538071066,3.46901535422871,False
Golubeviales,244,7.229769764685965,3.2675444353910663,False
Monoblepharidales,499,7.207207207207207,3.2307127537715408,False
Leucosporidiales,369,7.207207207207207,3.821118012422361,False
Cystofilobasidiales,1143,7.207207207207207,3.3550481145253404,False
Hysterangiales,227,7.2,3.349244180869407,False
Agaricostilbales,232,7.187488468776522,3.3130004149510333,False
Symbiotaphrinales,87,7.17948717948718,3.233941434406539,False
Amylocorticiales,241,7.177033492822966,3.3791706641083046,False
Trichosporonales,7579,7.171314741035856,3.5964035964035963,False
Cladochytriales,667,7.142857142857143,3.4673163688339557,False
Coniocybales,188,7.142857142857143,3.679120752984389,False
Malasseziales,198,7.141081625797783,3.344091213186541,False
Coronophorales,1111,7.1301247771836005,3.4964407075917183,False
Tremellales,5221,7.11864406779661,3.4189189189189193,False
Synchytriales,118,7.110049659368693,2.8388767747481394,False
Arthoniales,315,7.091469681397739,3.4209336225681124,False
Spizellomycetales,719,7.080610021786493,3.3776633143217136,False
Xylonales,68,7.078618483389489,3.3403222041632326,False
Lineolatales,107,7.042253521126761,3.9219785661453166,False
Cystobasidiales,707,7.033939990162322,3.5962617365673566,False
Sareales,78,7.02729044834308,3.091936116923118,False
Pucciniales,2694,7.009282274351406,3.1493215104774688,False
Sporidiobolales,1747,6.921675774134791,3.389511868285454,False
Lulworthiales,179,6.913996627318719,3.554610650858592,False
Geminibasidiales,78,6.854264829835155,3.959578225130204,False
Herpomycetales,25,6.853582554517134,3.1554019457245266,False
Filobasidiales,1303,6.830601092896175,3.3589142738478452,False
Exobasidiales,265,6.808510638297872,3.344204953677443,False
Ramicandelaberales,120,6.8065773804668765,4.084305445577177,False
Microbotryales,451,6.790123456790123,3.003360183396927,False
Valsariales,120,6.742081896708463,3.558186689952315,False
Ustilaginales,1513,6.741573033707865,3.2932326732865818,False
Holtermanniales,111,6.711409395973154,3.025993213714381,False
Wallemiales,53,6.7073170731707314,4.020089355857763,False
Blastocladiales,786,6.690470019133935,3.636627321467323,False
Georgefischeriales,11,6.649616368286445,2.2497713002094253,False
Violaceomycetales,47,6.624203821656051,3.989406702422727,False
Gomphales,758,6.614608653378706,3.6974102346328888,False
Cyphobasidiales,40,6.579650612344624,3.524497880111448,False
Lichinales,394,6.566494148984349,3.2927550228999554,False
Urocystidales,90,6.519715002833778,2.6196092264028614,False
Microstromatales,263,6.43418467583497,3.155094712773808,False
Tilletiales,847,6.432748538011696,3.2058381643947413,False
Peribolosporales,80,6.396936414369327,3.368700013646883,False
Caulochytriales,47,6.265060240963855,3.8892348354956976,False
Ceraceosorales,82,6.051149760062134,2.9149053393390396,False
Entylomatales,39,5.882352941176471,2.7535593584122102,False
