order,n,median,iqr,small_n
Cystofilobasidiales,1143,21.32701421800948,6.971342743398775,False
Golubeviales,244,21.250222011722222,6.031705081794019,False
Tilletiales,847,20.98765432098765,6.388024275709398,False
Caulochytriales,47,20.97902097902098,7.9663876035683785,False
Georgefischeriales,11,20.84893882646692,4.226062637987191,False
Cyphobasidiales,40,20.813404248987073,6.376876392049031,False
Entylomatales,39,20.74074074074074,4.409415075535975,False
Microbotryales,451,20.731707317073173,6.542473304843629,False
Pucciniales,2694,20.731707317073173,6.776430567899009,False
Trechisporales,249,20.711974110032365,6.502748331370231,False
Dimargaritales,429,20.689655172413797,7.153164296021444,False
Sebacinales,1334,20.68136604774536,6.502519727987554,False
Jaapiales,90,20.570616306223982,6.326737798288104,False
Ustilaginales,1513,20.565552699228792,6.0093821418547755,False
Microstromatales,263,20.508982035928145,6.328760802335577,False
Thelephorales,205,20.469798657718123,5.248005935818956,False
Phallales,613,20.46511627906977,7.246914461011627,False
Holtermanniales,111,20.454545454545453,6.651994743341465,False
Physodermatales,152,20.380111407972663,6.1716654726812195,False
Atractiellales,109,20.35010940919037,5.624830658999912,False
Xylonales,68,20.275594108611187,5.501612842625118,False
Agaricales,50905,20.21943573667712,6.025478603603609,False
Tremellales,5221,20.21857923497268,6.367663344407532,False
Hysterangiales,227,20.2020202020202,6.887113033981603,False
Sporidiobolales,1747,20.12578616352201,6.417199231709446,False
Gomphales,758,20.106155927853028,7.148086671822885,False
Cantharellales,5954,20.103986135181977,6.063757281769092,False
Phaeomoniellales,254,20.100041902367483,5.589047218616525,False
Peltigerales,538,20.077359930660663,5.696073418649789,False
Russulales,5177,20.0,5.8142242268212705,False
Boletales,25603,20.0,6.248566842467326,False
Kriegeriales,306,20.0,5.812464349517516,False
Leucosporidiales,369,20.0,5.889222555889223,False
Hymenochaetales,2325,19.956850053937437,6.111030019948423,False
Gloeophyllales,269,19.910514541387023,5.839855508729677,False
Herpomycetales,25,19.908466819221967,7.183515482695817,False
Pyrenulales,338,19.842871117632676,5.471066192972504,False
Arthoniales,315,19.83471074380165,5.152407262402221,False
Rhizocarpales,140,19.820423478960066,5.7399123062780255,False
Sareales,78,19.79653087725635,7.21158391566464,False
Violaceomycetales,47,19.76047904191617,5.453828163114061,False
Atheliales,644,19.751734848060888,5.575759371996114,False
Ceraceosorales,82,19.750530313615407,5.764020341783457,False
Exobasidiales,265,19.743589743589745,5.4660029591292805,False
Polyporales,11587,19.71153846153846,5.699176333934421,False
Acarosporales,382,19.711371678345937,5.763377949922436,False
Sarrameanales,210,19.7032967032967,4.345600977866987,False
Phaeotrichales,136,19.703092504607476,5.864186027865216,False
Patellariales,126,19.70245204805733,7.241573692172839,False
Lulworthiales,179,19.692307692307693,6.230339707733322,False
Xylobotryales,156,19.684217031269313,6.47541448132564,False
Coniocybales,188,19.6763859832636,5.745074434072727,False
Geastrales,307,19.675925925925924,6.524579372517518,False
Microascales,8572,19.674028536733456,5.934757597717425,False
Erythrobasidiales,184,19.662911443733364,4.654579922215646,False
Marthamycetales,162,19.63305472525183,5.030372202894235,False
Cystobasidiales,707,19.62134251290878,6.370260289407103,False
Microthyriales,200,19.6095752788748,4.69199965343023,False
Teloschistales,2332,19.60379525878809,5.648673870040124,False
Moniliellales,86,19.60219246199921,4.995668634055367,False
Vezdaeales,166,19.5815759202454,4.954177090469717,False
Lichinales,394,19.576325579366515,4.70830059915048,False
Agaricostilbales,232,19.561305534872176,5.350177663743981,False
Candelariales,357,19.52461799660441,5.743740795287188,False
Filobasidiales,1303,19.51219512195122,5.922143471612692,False
Acrospermales,137,19.48608137044968,6.544470160357086,False
Corticiales,437,19.464720194647203,6.091753896498922,False
Trapeliales,1685,19.457013574660635,5.427675772503363,False
Amylocorticiales,241,19.435736677115987,5.6758829760035,False
Lecanorales,4757,19.42446043165468,5.331460946201155,False
Mortierellales,4923,19.423076923076923,6.377119096116491,False
Erysiphales,567,19.420289855072465,5.62671695205297,False
Mixiales,40,19.417132347739972,3.530080977462955,False
Ramicandelaberales,120,19.392388375623057,6.426592656916455,False
Polychytriales,187,19.376026272577995,5.2455683490594325,False
Peribolosporales,80,19.357071580160504,6.961628381622088,False
Orbiliales,7964,19.35483870967742,5.523798579065154,False
Onygenales,5353,19.34900542495479,5.577316762577169,False
Pertusariales,457,19.33884297520661,5.660674865972876,False
Ostropales,744,19.30536408071187,5.289211426833052,False
Blastocladiales,786,19.294281390308424,6.766013415591143,False
Eremomycetales,87,19.289340101522843,5.815521458375409,False
Verrucariales,164,19.287677023885017,5.820669090130274,False
Valsariales,120,19.269300826677878,6.201850002380393,False
Geminibasidiales,78,19.237361142598054,6.121656985867478,False
Auriculariales,1623,19.21397379912664,5.134174001843011,False
Helotiales,31960,19.21364348050129,5.291499322094598,False
Myriangiales,1644,19.195959595959593,5.275229913430209,False
Cladochytriales,667,19.186046511627907,6.440509671124378,False
Umbilicariales,1286,19.180625254306253,5.796274981688811,False
Trichosporonales,7579,19.170984455958543,5.721215344773107,False
Caliciales,433,19.148936170212767,5.590343705196265,False
Alloascoideales,309,19.13214990138067,5.294675216057989,False
Synchytriales,118,19.100808262236193,5.629127283312364,False
Dothideales,7123,19.096774193548388,5.316673760574794,False
Chaetothyriales,7050,19.09090909090909,5.10911424903723,False
Lipomycetales,1493,19.074074074074076,5.095378312636029,False
Chaetomellales,186,19.072881141846658,5.384365563492469,False
Eurotiales,65072,19.072164948453608,4.940466651191869,False
Trypetheliales,1532,19.012328952716434,5.056427702274245,False
Wallemiales,53,19.009100101112235,5.961070559610704,False
Spizellomycetales,719,18.978102189781023,6.042713213240461,False
Phacidiales,560,18.97594665396523,5.42144981828892,False
Sordariales,19983,18.97163120567376,5.467203356889112,False
Trigonopsidales,1571,18.96551724137931,4.945412232644557,False
Pezizales,12856,18.96551724137931,5.925586251496604,False
Capnodiales,705,18.91891891891892,4.642615968001664,False
Geoglossales,919,18.91891891891892,5.533381081368596,False
Ophiostomatales,8935,18.902439024390244,5.410993688905819,False
Dacrymycetales,361,18.897637795275596,6.133925268220491,False
Racodiales,231,18.89400921658986,4.274037776621142,False
Aulographales,360,18.893295758967398,5.356517298950763,False
Xylariales,37218,18.88888888888889,5.001129994275789,False
Magnaporthales,4288,18.885170501369803,5.222279162129272,False
Thelebolales,4041,18.87550200803213,5.102945834653152,False
Cladosporiales,5652,18.84057971014493,4.788614893878055,False
Pleosporales,34727,18.83656509695291,5.062893446265296,False
Chytridiales,4990,18.830342685304522,5.735913725165066,False
Venturiales,2053,18.823529411764707,5.186601791418216,False
Leotiales,220,18.802752815379364,5.776630827769704,False
Coniochaetales,1953,18.799368088467617,5.003809383371426,False
Mytilinidiales,556,18.77831764971195,4.598107815413172,False
Diaporthales,13567,18.7624750499002,4.794714305090004,False
Phyllachorales,97,18.733509234828496,5.151174973806313,False
Harpellales,1270,18.71255336705773,5.19539234714663,False
Urocystidales,90,18.706034801925213,5.488287057033695,False
Hysteriales,371,18.69918699186992,4.750511187625293,False
Symbiotaphrinales,87,18.678160919540232,5.7923804218295665,False
Thelocarpales,149,18.665158371040725,6.036585365853657,False
Botryosphaeriales,8644,18.659112444106842,5.136868799880656,False
Umbelopsidales,469,18.63517060367454,5.029911805558491,False
Taphrinales,1158,18.610995720662803,4.687340100803265,False
Hypocreales,111096,18.60465116279069,4.6475449684005845,False
Glomerellales,23969,18.58407079646017,4.75118427841096,False
Mycosphaerellales,15456,18.58108108108108,4.927009568128817,False
Coronophorales,1111,18.57142857142857,5.433412018055815,False
Cephalothecales,345,18.446601941747574,4.446577095329495,False
Rhizophydiales,976,18.406999442275517,5.912377878389773,False
Dipodascales,15432,18.39080459770115,5.022386757744194,False
Kickxellales,12911,18.365384615384613,5.226229627762152,False
Malasseziales,198,18.333942050158264,4.415128965079514,False
Chaetosphaeriales,506,18.266351911561493,4.596447727060035,False
Sporopachydermiales,117,18.24104234527687,4.72158505809611,False
Calosphaeriales,198,18.23423458072125,4.4260146839620305,False
Mucorales,8625,18.220338983050848,5.478330000722735,False
Schizosaccharomycetales,195,18.21192052980133,4.507900694713353,False
Basidiobolales,953,18.160919540229884,5.026990553306341,False
Lineolatales,107,18.04281345565749,5.144438975009269,False
Entomophthorales,1981,17.983651226158038,5.399727458550986,False
Monoblepharidales,499,17.983193277310924,5.315607045504759,False
Pichiales,9920,17.954106704106707,4.54695242449117,False
Alaninales,924,17.932653391614053,4.356308870635068,False
Zoopagales,983,17.928286852589643,5.682397227450872,False
Togniniales,229,17.92452830188679,3.96024078102079,False
Phaffomycetales,8112,17.88617886178862,4.358571016437148,False
Rhizophlyctidales,281,17.88235294117647,5.370012870012873,False
Saccharomycetales,10896,17.72151898734177,4.22133654745193,False
Serinales,29673,17.61904761904762,4.330484330484332,False
Ascoideales,2618,17.562071743292208,4.4053632972947465,False
Archaeosporales,575,17.431192660550458,5.734118242018688,False
Paraglomerales,339,17.135549872122763,5.6708907790028995,False
Pneumocystales,365,17.088305489260144,4.010025062656643,False
Saccharomycodales,1209,17.037037037037038,3.99357202635891,False
Lobulomycetales,247,16.906474820143885,4.767317984875195,False
Endogonales,611,16.853932584269664,7.889924085576258,False
Entrophosporales,250,16.81748092842071,6.002052353789729,False
Diversisporales,4759,16.475972540045767,6.011061841651436,False
Neolectales,36,16.418186754868806,3.8526200693862105,False
Glomerales,3235,16.360294117647058,5.306718597857838,False
Neocallimastigales,5311,16.341030195381883,5.376653028781718,False
Sanchytriales,28,16.14256792058516,3.355386232715036,False
