order,group,n,has_pfam,has_cazy,has_merops,has_signal_peptide,has_tm_helix
Lecanorales,background,4757,0.6670170275383646,0.026907714946394788,0.02291360100903931,0.05297456380071473,0.1770023123817532
Leotiales,background,220,0.7363636363636363,0.022727272727272728,0.022727272727272728,0.05,0.17272727272727273
Leucosporidiales,background,369,0.7018970189701897,0.02710027100271003,0.02168021680216802,0.04878048780487805,0.2005420054200542
Lichinales,background,394,0.700507614213198,0.015228426395939087,0.017766497461928935,0.04568527918781726,0.1446700507614213
Lineolatales,background,107,0.8130841121495327,0.028037383177570093,0.037383177570093455,0.018691588785046728,0.19626168224299065
Lipomycetales,background,1493,0.8077695914266577,0.03415941058271936,0.03750837240455459,0.022103148024112524,0.19290020093770932
Lobulomycetales,background,247,0.7368421052631579,0.024291497975708502,0.02834008097165992,0.032388663967611336,0.15789473684210525
Lulworthiales,background,179,0.6536312849162011,0.027932960893854747,0.0335195530726257,0.09497206703910614,0.1005586592178771
Magnaporthales,background,4288,0.7052238805970149,0.04874067164179104,0.027985074626865673,0.11287313432835822,0.18773320895522388
Malasseziales,background,198,0.8939393939393939,0.010101010101010102,0.0707070707070707,0.04040404040404041,0.17676767676767677
Marthamycetales,background,162,0.6790123456790124,0.043209876543209874,0.030864197530864196,0.05555555555555555,0.14814814814814814
Microascales,background,8572,0.7513999066728885,0.031381241250583294,0.02904806346243584,0.0648623425104993,0.1636724218385441
Microbotryales,background,451,0.7228381374722838,0.024390243902439025,0.05543237250554324,0.037694013303769404,0.15299334811529933
Microstromatales,background,263,0.7110266159695817,0.030418250950570342,0.015209125475285171,0.07984790874524715,0.1520912547528517
Microthyriales,background,200,0.675,0.04,0.025,0.11,0.2
Mixiales,background,40,0.75,0.1,0.05,0.125,0.15
Moniliellales,background,86,0.7790697674418605,0.011627906976744186,0.03488372093023256,0.011627906976744186,0.18604651162790697
Monoblepharidales,background,499,0.6973947895791583,0.04008016032064128,0.02004008016032064,0.05410821643286573,0.20240480961923848
Mortierellales,background,4923,0.6938858419662807,0.02254722730042657,0.035750558602478166,0.05748527320739386,0.19520617509648588
Mucorales,background,8625,0.7406376811594203,0.027130434782608695,0.029217391304347827,0.04521739130434783,0.17194202898550726
Mycosphaerellales,background,15456,0.7070393374741201,0.040372670807453416,0.031767598343685303,0.06741718426501035,0.17915372670807453
Myriangiales,background,1644,0.7603406326034063,0.04927007299270073,0.0340632603406326,0.07725060827250609,0.19343065693430658
Mytilinidiales,background,556,0.6654676258992805,0.019784172661870502,0.025179856115107913,0.03237410071942446,0.17446043165467626
Neocallimastigales,background,5311,0.5722086236113726,0.048390133684805124,0.025418941818866503,0.1035586518546413,0.1542082470344568
Neolectales,background,36,0.75,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555
Onygenales,background,5353,0.7511675695871474,0.029329348029142537,0.02951615916308612,0.050625817298711004,0.16999813188866056
Ophiostomatales,background,8935,0.7825405707890319,0.04062674874090655,0.032904308897593736,0.055735870173475095,0.2021264689423615
Orbiliales,background,7964,0.657835258663988,0.03967855349070819,0.031516825715720745,0.09191361125062783,0.1825715720743345
Ostropales,background,744,0.717741935483871,0.04032258064516129,0.033602150537634407,0.0846774193548387,0.18010752688172044
Paraglomerales,background,339,0.5545722713864307,0.017699115044247787,0.02359882005899705,0.02359882005899705,0.12389380530973451
Patellariales,background,126,0.7301587301587301,0.05555555555555555,0.015873015873015872,0.06349206349206349,0.19047619047619047
Peltigerales,background,538,0.5966542750929368,0.022304832713754646,0.022304832713754646,0.0687732342007435,0.1524163568773234
Peribolosporales,background,80,0.775,0.05,0.025,0.05,0.225
Pertusariales,background,457,0.6433260393873085,0.024070021881838075,0.010940919037199124,0.05689277899343545,0.175054704595186
Pezizales,background,12856,0.5945861854387057,0.02644679527069073,0.019290603609209707,0.05040448039825762,0.13861232109520846
Phacidiales,background,560,0.7785714285714286,0.06785714285714285,0.023214285714285715,0.08571428571428572,0.19642857142857142
Phaeomoniellales,background,254,0.7322834645669292,0.051181102362204724,0.031496062992125984,0.03937007874015748,0.19291338582677164
Phaeotrichales,background,136,0.7426470588235294,0.04411764705882353,0.022058823529411766,0.08823529411764706,0.25
Phaffomycetales,background,8112,0.8318540433925049,0.025887573964497042,0.03229783037475345,0.03673570019723866,0.1895956607495069
Phallales,background,613,0.6313213703099511,0.040783034257748776,0.03262642740619902,0.05872756933115824,0.14355628058727568
Phyllachorales,background,97,0.7216494845360825,0.030927835051546393,0.05154639175257732,0.05154639175257732,0.14432989690721648
Physodermatales,background,152,0.7368421052631579,0.013157894736842105,0.05263157894736842,0.08552631578947369,0.21710526315789475
Pichiales,background,9920,0.8201612903225807,0.026108870967741934,0.03094758064516129,0.030141129032258063,0.19526209677419354
Pleosporales,background,34727,0.7187203040861577,0.051573703458404126,0.02770178823393901,0.0792178996170127,0.18225012238316007
Pneumocystales,background,365,0.8876712328767123,0.010958904109589041,0.0273972602739726,0.00821917808219178,0.10684931506849316
Polychytriales,background,187,0.7540106951871658,0.0374331550802139,0.026737967914438502,0.0481283422459893,0.2192513368983957
Polyporales,background,11587,0.6431345473375334,0.03581600069042893,0.02891171140070769,0.05756451195305083,0.1705359454561146
Pucciniales,background,2694,0.4179658500371195,0.020415738678544914,0.021529324424647365,0.04083147735708983,0.09799554565701558
Pyrenulales,background,338,0.650887573964497,0.029585798816568046,0.029585798816568046,0.07396449704142012,0.1952662721893491
Racodiales,background,231,0.7056277056277056,0.05627705627705628,0.025974025974025976,0.0735930735930736,0.22077922077922077
Ramicandelaberales,background,120,0.6666666666666666,0.03333333333333333,0.05,0.1,0.19166666666666668
Rhizocarpales,background,140,0.6571428571428571,0.02142857142857143,0.02142857142857143,0.02857142857142857,0.20714285714285716
Rhizophlyctidales,background,281,0.6761565836298933,0.03558718861209965,0.021352313167259787,0.046263345195729534,0.11743772241992882
Rhizophydiales,background,976,0.6444672131147541,0.01639344262295082,0.03278688524590164,0.08811475409836066,0.13934426229508196
Russulales,background,5177,0.6022793123430559,0.030133281823449876,0.0237589337454124,0.04249565385358316,0.13463395789067029
Saccharomycetales,background,10896,0.8588472834067548,0.02092511013215859,0.03248898678414097,0.03478340675477239,0.17639500734214392
Saccharomycodales,background,1209,0.7973531844499586,0.015715467328370553,0.03225806451612903,0.019851116625310174,0.18444995864350702
Sanchytriales,background,28,0.75,0.07142857142857142,0.03571428571428571,0.0,0.03571428571428571
Sareales,background,78,0.7692307692307693,0.01282051282051282,0.01282051282051282,0.05128205128205128,0.16666666666666666
Sarrameanales,background,210,0.7952380952380952,0.02857142857142857,0.0380952380952381,0.0380952380952381,0.20952380952380953
Schizosaccharomycetales,background,195,0.8974358974358975,0.02564102564102564,0.020512820512820513,0.02564102564102564,0.13333333333333333
Sebacinales,background,1334,0.5914542728635682,0.03223388305847077,0.023238380809595203,0.05697151424287856,0.1911544227886057
Serinales,background,29673,0.8257338321032589,0.024264482863208977,0.034947595457149594,0.04158662757388872,0.18690391938799583
Sordariales,background,19983,0.7090026522544163,0.04323675123855277,0.027373267277185608,0.07671520792673772,0.18225491667917731
Spizellomycetales,background,719,0.7329624478442281,0.013908205841446454,0.02086230876216968,0.043115438108484005,0.19471488178025034
Sporidiobolales,background,1747,0.7195191757298226,0.030910131654264452,0.02633085289066972,0.04922724670864339,0.19061247853463079
Sporopachydermiales,background,117,0.8461538461538461,0.03418803418803419,0.05128205128205128,0.017094017094017096,0.20512820512820512
Symbiotaphrinales,background,87,0.735632183908046,0.022988505747126436,0.022988505747126436,0.04597701149425287,0.21839080459770116
Synchytriales,background,118,0.7203389830508474,0.059322033898305086,0.025423728813559324,0.03389830508474576,0.16101694915254236
Taphrinales,background,1158,0.7927461139896373,0.03626943005181347,0.037132987910189985,0.05094991364421416,0.17616580310880828
Teloschistales,background,2332,0.6462264150943396,0.029588336192109776,0.03173241852487135,0.07204116638078903,0.18010291595197256
Thelebolales,background,4041,0.7446176688938382,0.04652313783716902,0.026478594407324918,0.07052709725315516,0.1823805988616679
Thelephorales,background,205,0.6195121951219512,0.024390243902439025,0.03902439024390244,0.04390243902439024,0.1902439024390244
Thelocarpales,background,149,0.7449664429530202,0.040268456375838924,0.040268456375838924,0.040268456375838924,0.28187919463087246
Tilletiales,background,847,0.6635182998819362,0.03305785123966942,0.04014167650531287,0.06965761511216056,0.17473435655253838
Togniniales,background,229,0.7991266375545851,0.043668122270742356,0.017467248908296942,0.07860262008733625,0.2183406113537118
Trapeliales,background,1685,0.7163204747774481,0.034421364985163204,0.03086053412462908,0.0486646884272997,0.16913946587537093
Trechisporales,background,249,0.6265060240963856,0.0321285140562249,0.01606425702811245,0.0321285140562249,0.1927710843373494
Tremellales,background,5221,0.7232330971078338,0.02949626508331737,0.031028538594139055,0.043478260869565216,0.18674583413139245
Trichosporonales,background,7579,0.7169811320754716,0.02902757619738752,0.02704842327483837,0.05686766064124555,0.19171394643092757
Trigonopsidales,background,1571,0.8096753660089115,0.019732654360280075,0.03819223424570337,0.026098026734563972,0.16868236791852323
Trypetheliales,background,1532,0.737597911227154,0.03655352480417755,0.03328981723237598,0.06135770234986945,0.17493472584856398
Umbelopsidales,background,469,0.8081023454157783,0.04477611940298507,0.031982942430703626,0.046908315565031986,0.13432835820895522
Umbilicariales,background,1286,0.7278382581648523,0.029548989113530325,0.030326594090202177,0.04432348367029549,0.14385692068429237
Urocystidales,background,90,0.6777777777777778,0.05555555555555555,0.022222222222222223,0.08888888888888889,0.14444444444444443
Ustilaginales,background,1513,0.7726371447455387,0.029742233972240583,0.029742233972240583,0.061467283542630535,0.18506278916060806
Valsariales,background,120,0.7166666666666667,0.016666666666666666,0.041666666666666664,0.03333333333333333,0.2
Venturiales,background,2053,0.6867998051631758,0.033122260107160253,0.03360935216755967,0.07501217730150998,0.18168533852898197
Verrucariales,background,164,0.6219512195121951,0.024390243902439025,0.018292682926829267,0.024390243902439025,0.17682926829268292
Vezdaeales,background,166,0.7168674698795181,0.03614457831325301,0.04216867469879518,0.06626506024096386,0.1746987951807229
Violaceomycetales,background,47,0.8085106382978723,0.0425531914893617,0.06382978723404255,0.0425531914893617,0.19148936170212766
Wallemiales,background,53,0.8679245283018868,0.0,0.018867924528301886,0.03773584905660377,0.20754716981132076
Xylariales,background,37218,0.7234134021172551,0.050190767908001505,0.031570745338277174,0.0807673706271159,0.19979579773228007
Xylobotryales,background,156,0.7564102564102564,0.02564102564102564,0.038461538461538464,0.038461538461538464,0.17307692307692307
Xylonales,background,68,0.7647058823529411,0.014705882352941176,0.029411764705882353,0.058823529411764705,0.20588235294117646
Zoopagales,background,983,0.688708036622584,0.011190233977619531,0.03560528992878942,0.07019328585961343,0.1688708036622584
