order,n,median,iqr,small_n
Microascales,8572,420.0,376.25,False
Phaeomoniellales,254,419.0,320.25,False
Filobasidiales,1303,419.0,415.0,False
Sareales,78,418.5,347.25,False
Arthoniales,315,418.0,369.0,False
Dimargaritales,429,415.0,401.0,False
Ostropales,744,415.0,358.0,False
Serinales,29673,413.0,366.0,False
Marthamycetales,162,413.0,287.0,False
Chaetothyriales,7050,412.0,317.0,False
Coniochaetales,1953,411.0,335.0,False
Racodiales,231,411.0,303.5,False
Leucosporidiales,369,411.0,375.0,False
Trapeliales,1685,410.0,342.0,False
Vezdaeales,166,409.5,383.0,False
Saccharomycetales,10896,409.0,381.0,False
Phaeotrichales,136,408.5,336.0,False
Lichinales,394,408.0,458.5,False
Kriegeriales,306,407.5,378.75,False
Umbilicariales,1286,407.5,377.75,False
Diaporthales,13567,407.0,313.0,False
Acrospermales,137,407.0,391.0,False
Orbiliales,7964,406.5,354.0,False
Phyllachorales,97,406.0,353.0,False
Wallemiales,53,405.0,326.0,False
Aulographales,360,404.0,291.5,False
Cladosporiales,5652,404.0,321.0,False
Candelariales,357,404.0,358.0,False
Pleosporales,34727,403.0,323.0,False
Trigonopsidales,1571,403.0,386.0,False
Onygenales,5353,403.0,357.0,False
Magnaporthales,4288,403.0,348.0,False
Sordariales,19983,403.0,358.0,False
Eurotiales,65072,402.0,314.0,False
Thelephorales,205,402.0,381.0,False
Capnodiales,705,402.0,339.0,False
Mytilinidiales,556,401.5,315.5,False
Trichosporonales,7579,401.0,358.0,False
Gloeophyllales,269,401.0,354.0,False
Agaricostilbales,232,400.5,384.75,False
Lecanorales,4757,400.0,354.0,False
Phaffomycetales,8112,400.0,341.0,False
Rhizocarpales,140,399.5,356.0,False
Hysteriales,371,399.0,349.0,False
Xylariales,37218,398.0,319.0,False
Peltigerales,538,398.0,376.0,False
Hypocreales,111096,396.0,317.0,False
Chytridiales,4990,395.0,408.0,False
Dipodascales,15432,395.0,349.25,False
Botryosphaeriales,8644,395.0,317.0,False
Spizellomycetales,719,394.0,379.5,False
Sarrameanales,210,393.0,444.25,False
Glomerellales,23969,393.0,310.0,False
Helotiales,31960,393.0,338.0,False
Mycosphaerellales,15456,393.0,331.0,False
Teloschistales,2332,392.5,353.25,False
Dothideales,7123,392.0,330.5,False
Sebacinales,1334,389.5,363.5,False
Umbelopsidales,469,389.0,371.0,False
Symbiotaphrinales,87,389.0,258.5,False
Thelebolales,4041,388.0,338.0,False
Venturiales,2053,387.0,322.0,False
Geoglossales,919,385.0,400.5,False
Taphrinales,1158,384.0,325.0,False
Phallales,613,383.0,359.0,False
Hymenochaetales,2325,383.0,338.0,False
Microthyriales,200,381.0,390.25,False
Polyporales,11587,381.0,335.0,False
Lulworthiales,179,380.0,370.0,False
Chaetosphaeriales,506,376.0,299.0,False
Monoblepharidales,499,376.0,314.0,False
Erythrobasidiales,184,375.5,436.0,False
Cantharellales,5954,375.0,368.0,False
Kickxellales,12911,374.0,368.5,False
Atractiellales,109,371.0,281.0,False
Pertusariales,457,371.0,349.0,False
Russulales,5177,369.0,359.0,False
Pneumocystales,365,369.0,386.0,False
Cladochytriales,667,368.0,389.0,False
Atheliales,644,368.0,327.5,False
Mucorales,8625,368.0,349.0,False
Lobulomycetales,247,367.0,475.0,False
Holtermanniales,111,367.0,320.5,False
Ramicandelaberales,120,364.5,396.25,False
Schizosaccharomycetales,195,363.0,314.0,False
Auriculariales,1623,363.0,296.5,False
Amylocorticiales,241,361.0,388.0,False
Caliciales,433,360.0,324.0,False
Dacrymycetales,361,360.0,287.0,False
Rhizophlyctidales,281,359.0,408.0,False
Coronophorales,1111,358.0,336.0,False
Agaricales,50905,352.0,335.0,False
Pezizales,12856,352.0,369.0,False
Harpellales,1270,349.5,422.5,False
Zoopagales,983,346.0,358.0,False
Cyphobasidiales,40,340.5,567.25,False
Corticiales,437,339.0,306.0,False
Neocallimastigales,5311,333.0,406.5,False
Neolectales,36,330.0,284.0,False
Urocystidales,90,327.0,377.5,False
Rhizophydiales,976,326.5,361.25,False
Sanchytriales,28,323.0,245.5,False
Boletales,25603,322.0,333.0,False
Erysiphales,567,313.0,347.0,False
Hysterangiales,227,311.0,362.5,False
Pucciniales,2694,310.0,354.0,False
Basidiobolales,953,309.0,313.0,False
Geastrales,307,301.0,311.5,False
Moniliellales,86,295.5,347.25,False
Paraglomerales,339,295.0,356.5,False
Entomophthorales,1981,277.0,304.0,False
Geminibasidiales,78,277.0,238.5,False
Entrophosporales,250,273.0,319.75,False
Glomerales,3235,260.0,333.0,False
Gomphales,758,253.5,297.5,False
Endogonales,611,245.0,314.0,False
Archaeosporales,575,234.0,290.0,False
Diversisporales,4759,196.0,259.5,False
